X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.83356958188,1
204.83356958188,2
206.83356958188,3
210.83356958188,4
218.83356958188,5
234.83356958188,6
266.83356958188,7
292.491447501723,1
293.491447501723,2
295.491447501723,3
299.491447501723,4
307.491447501723,5
323.491447501723,6
338.419609162662,1
339.419609162662,2
341.419609162662,3
345.419609162662,4
353.419609162662,5
369.419609162662,6
398.885520359071,1
399.885520359071,2
401.885520359071,3
405.885520359071,4
413.885520359071,5
429.885520359071,6
