X,frankfurt_urban_n_vehicles_mipv6.MA[0].udpApp[0]/endToEndDelay:vector
30.813406166588,0.0756017
30.816817551264,0.0690131
30.81735193594,0.0595475
30.817985320616,0.0501809
30.820806705292,0.0430022
30.821584089968,0.0337796
30.829998686127,0.0321942
30.841529686127,0.0337252
30.849138686127,0.0313342
30.859138686127,0.0313342
30.869138686127,0.0313342
30.879138686127,0.0313342
30.889138686127,0.0313342
30.899138686127,0.0313342
30.909138695182,0.0313342
30.919138695182,0.0313342
30.929138695182,0.0313342
30.939138695182,0.0313342
30.950106695182,0.0323022
30.959138695182,0.0313342
30.970007695182,0.0322032
30.985269695182,0.0374652
30.989138695182,0.0313342
30.999138695182,0.0313342
31.00913870422,0.0313342
31.02100270422,0.0331982
31.03002570422,0.0322212
31.03913870422,0.0313342
31.05016970422,0.0323652
31.06228570422,0.0344812
31.07127270422,0.0334682
31.08022370422,0.0324192
31.08913870422,0.0313342
31.09913870422,0.0313342
31.109138713113,0.0313342
31.119138713113,0.0313342
31.129138713113,0.0313342
31.139138713113,0.0313342
31.150052713113,0.0322482
31.160133713113,0.0323292
31.169138713113,0.0313342
31.179872713113,0.0320682
31.189138713113,0.0313342
31.200007713113,0.0322032
31.209138721862,0.0313343
31.219138721862,0.0313343
31.230070721862,0.0322663
31.239138721862,0.0313343
31.249953721862,0.0321493
31.266745721862,0.0389413
31.275710721862,0.0379063
31.279138721862,0.0313343
31.289138721862,0.0313343
31.301021377141,0.0332169
31.311673730467,0.0338693
31.319138730467,0.0313343
31.329138730467,0.0313343
31.340124730467,0.0323203
31.349138730467,0.0313343
31.359138730467,0.0313343
31.370786730467,0.0329823
31.380597730467,0.0327933
31.390007730467,0.0322033
31.399138730467,0.0313343
31.410061738927,0.0322573
31.419138738927,0.0313343
31.429138738927,0.0313343
31.439138738927,0.0313343
31.450178738927,0.0323743
31.460214738927,0.0324103
31.471164738927,0.0333603
31.480785412913,0.0329809
31.490966738927,0.0331623
31.499719738927,0.0319153
31.510169747242,0.0323653
31.523023747242,0.0352193
31.530903747242,0.0330993
31.540061747242,0.0322573
31.551317747242,0.0335133
31.559138747242,0.0313343
31.569138747242,0.0313343
31.579138747242,0.0313343
31.596885747242,0.0390813
31.599138747242,0.0313343
31.609138755412,0.0313343
31.620196755412,0.0323923
31.632717755412,0.0349133
31.640178755412,0.0323743
31.664643755412,0.0468393
31.665421278658,0.0376168
31.669858704867,0.0320542
31.680169755412,0.0323653
31.691101755412,0.0332973
31.699138755412,0.0313343
31.709836763437,0.0320323
31.719953763437,0.0321493
31.729138763437,0.0313343
31.739917763437,0.0321133
31.749138763437,0.0313343
31.759138763437,0.0313343
31.769818763437,0.0320143
31.783572763437,0.0357683
31.789791763437,0.0319873
31.799908763437,0.0321043
31.820314771317,0.0425103
31.823280326373,0.0354759
31.834373771317,0.0365693
31.846619771317,0.0388153
31.851362771317,0.0335583
31.859138771317,0.0313343
31.869891591483,0.0320871
31.879138771317,0.0313343
31.895044771317,0.0372403
31.899138771317,0.0313343
31.909138779052,0.0313343
31.920732779052,0.0329283
31.929138779052,0.0313343
31.939926779052,0.0321223
31.949138779052,0.0313343
31.959138779052,0.0313343
31.969138779052,0.0313343
31.979719779052,0.0319153
31.994567779052,0.0367633
32.002393786641,0.0345893
32.009478217968,0.0316737
32.027204786641,0.0394003
32.029944786641,0.0321403
32.040480786641,0.0326763
32.049138786641,0.0313343
32.059138786641,0.0313343
32.069138786641,0.0313343
32.079138786641,0.0313343
32.089138786641,0.0313343
32.100822794084,0.0330183
32.111452794084,0.0336483
32.130764794084,0.0429603
32.131416394674,0.0336119
32.139138794084,0.0313343
32.149719794084,0.0319153
32.163428794084,0.0356243
32.170516794084,0.0327123
32.183167794084,0.0353633
32.189935794084,0.0321313
32.199138794084,0.0313343
32.211668801384,0.0338643
32.219989801384,0.0321853
32.232213801384,0.0344093
32.239138801384,0.0313343
32.249138801384,0.0313343
32.264040801384,0.0362363
32.269138801384,0.0313343
32.279692801384,0.0318883
32.290355416574,0.0325509
32.299138801384,0.0313343
32.309917808636,0.0321133
32.322942808636,0.0351383
32.330169808636,0.0323653
32.342942808636,0.0351383
32.349138808636,0.0313343
32.360777808636,0.0329733
32.375269808636,0.0374653
32.386174808636,0.0383703
32.391785808636,0.0339813
32.399138808636,0.0313343
32.40969281574,0.0318883
32.42096681574,0.0331623
32.43284381574,0.0350393
32.43913881574,0.0313343
32.44998081574,0.0321763
32.45913881574,0.0313343
32.47041781574,0.0326133
32.49233081574,0.0445263
32.493923459642,0.036119
32.50016981574,0.0323653
32.510250822694,0.0324464
32.524486822694,0.0366824
32.529138822694,0.0313344
32.539917822694,0.0321134
32.550507822694,0.0327034
32.560025822694,0.0322214
32.569138822694,0.0313344
32.581722822694,0.0339184
32.589138822694,0.0313344
32.6084068295,0.0406024
32.609626500922,0.031822
32.6191388295,0.0313344
32.6291388295,0.0313344
32.6424658295,0.0346614
32.6511468295,0.0333424
32.6598548295,0.0320504
32.6698908295,0.0320864
32.6914648295,0.0336604
32.6991388295,0.0313344
32.711506836156,0.0337024
32.719138836156,0.0313344
32.729138836156,0.0313344
32.739138836156,0.0313344
32.749138836156,0.0313344
32.759138836156,0.0313344
32.769138836156,0.0313344
32.781245836156,0.0334414
32.789138836156,0.0313344
32.805858219916,0.0380538
32.809138842663,0.0313344
32.819899842663,0.0320954
32.829138842663,0.0313344
32.860912842663,0.0531084
32.861645540411,0.0438411
32.881290238159,0.0534858
32.929859244516,0.0720548
32.931514954978,0.0637105
32.93325166544,0.0554472
32.936577375902,0.0487729
32.937139086364,0.0393346
32.93913884902,0.0313344
32.95359984902,0.0357954
32.96111084902,0.0333064
32.96913884902,0.0313344
32.98020584902,0.0324014
32.98984584902,0.0320414
32.99913884902,0.0313344
33.012317877678,0.0345134
33.019138855228,0.0313344
33.030187855228,0.0323834
33.039800855228,0.0319964
33.049138855228,0.0313344
33.059138855228,0.0313344
33.069304502089,0.0315
33.079728855228,0.0319244
33.089899855228,0.0320954
33.099138855228,0.0313344
33.117254861287,0.0394504
33.136706861287,0.0389024
33.146205861287,0.0384014
33.149138861287,0.0313344
33.161272861287,0.0334684
33.172330861287,0.0345264
33.182024861287,0.0342204
33.190570861287,0.0327664
33.199827861287,0.0320234
33.214387867197,0.0365834
33.219755867197,0.0319514
33.229138867197,0.0313344
33.247303867197,0.0394994
33.258644614013,0.0408401
33.260453360829,0.0326489
33.286985867197,0.0391814
33.289138867197,0.0313344
33.299138867197,0.0313344
33.309692873193,0.0318884
33.324486599264,0.0366821
33.330651873193,0.0328474
33.340088873193,0.0322844
33.349138873193,0.0313344
33.359818873193,0.0320144
33.373707873193,0.0359034
33.379138873193,0.0313344
33.392816873193,0.0350124
33.399138873193,0.0313344
33.410034879276,0.0322304
33.420169879276,0.0323654
33.448725879276,0.0509214
33.44943165025,0.0416272
33.451830421224,0.034026
33.459138879276,0.0313344
33.469138879276,0.0313344
33.501319885292,0.0435154
33.514803668298,0.0469992
33.516414451304,0.03861
33.519138885292,0.0313344
33.529138885292,0.0313344
33.539138885292,0.0313344
33.550588885292,0.0327844
33.559827885292,0.0320234
33.571930103165,0.0341256
33.579138885292,0.0313344
33.589138885292,0.0313344
33.599138885292,0.0313344
33.609908891339,0.0321044
33.619138891339,0.0313344
33.631682891339,0.0338784
33.641182891339,0.0333784
33.666745891339,0.0489414
33.671305686439,0.0435012
33.684200481539,0.046396
33.684825276639,0.0370208
33.720126897461,0.0523224
33.722512704805,0.0447082
33.727841512149,0.040037
33.732018319493,0.0342139
33.744941319493,0.0371369
33.749998897461,0.0321944
33.760633897461,0.0328294
33.775152897461,0.0373484
33.779917897461,0.0321134
33.790169897461,0.0323654
33.799138897461,0.0313344
33.812888903647,0.0350844
33.820110730616,0.0323063
33.830546305875,0.0327418
33.841353903647,0.0335494
33.850241903647,0.0324374
33.860070903647,0.0322664
33.869138903647,0.0313344
33.908835910026,0.0510314
33.9095417425,0.0417373
33.910184574974,0.0323801
33.919640146188,0.0318357
33.930633910026,0.0328294
33.939773910026,0.0319694
33.949138910026,0.0313344
33.959138910026,0.0313344
33.971164910026,0.0333604
33.979138910026,0.0313344
33.996817910026,0.0390134
33.999138910026,0.0313344
34.024230916483,0.0364264
34.029138916483,0.0313344
34.061099916483,0.0432954
34.061868761871,0.0340643
34.069809916483,0.0320054
34.079138916483,0.0313344
34.092537916483,0.0347334
34.099138916483,0.0313344
34.111182923007,0.0333785
34.119138923007,0.0313345
34.129138923007,0.0313345
34.156394923007,0.0485905
34.157127781443,0.0393233
34.159138923007,0.0313345
34.189419923007,0.0416155
34.190769781443,0.0329653
34.200205929588,0.0324015
34.209138929588,0.0313345
34.220115929588,0.0323115
34.229926929588,0.0321225
34.239138929588,0.0313345
34.249138929588,0.0313345
34.263496929588,0.0356925
34.270187929588,0.0323835
34.280250929588,0.0324465
34.289881929588,0.0320775
34.316097936254,0.0482935
34.317317821184,0.0395134
34.324474706114,0.0366702
34.330043936254,0.0322395
34.341281936254,0.0334775
34.352699936254,0.0348955
34.364166936254,0.0363625
34.386071936254,0.0382675
34.395890936254,0.0380865
34.399138936254,0.0313345
34.410214942972,0.0324105
34.441342942972,0.0435385
34.444299841338,0.0364954
34.450205942972,0.0324015
34.463527942972,0.0357235
34.470894942972,0.0330905
34.479998942972,0.0321945
34.491578942972,0.0337745
34.500993949771,0.0331895
34.514121949771,0.0363175
34.519138949771,0.0313345
34.536759949771,0.0389555
34.539138949771,0.0313345
34.559729949771,0.0419255
34.562704861735,0.0349004
34.569890949771,0.0320865
34.594828840976,0.0470244
34.612129759792,0.0443253
34.61281768546,0.0350132
34.619138956623,0.0313345
34.674502956623,0.0566985
34.677495882291,0.0496914
34.678120807959,0.0403163
34.697014956623,0.0392105
34.699138956623,0.0313345
34.709138963559,0.0313345
34.722060963559,0.0342565
34.729342670726,0.0315382
34.739138963559,0.0313345
34.752789963559,0.0349855
34.779945963559,0.0421415
34.805523910113,0.0477194
34.826877910113,0.0590734
34.830946863681,0.0531424
34.831706817249,0.0439023
34.832903770817,0.0350993
34.841371970573,0.0335675
34.853928970573,0.0361245
34.914323977622,0.0565195
34.915516945288,0.0477125
34.922182912954,0.0443784
34.93147288062,0.0436684
34.936531848286,0.0387274
34.940795977622,0.0329915
34.960544977622,0.0427405
34.961980945288,0.0341765
34.969138977622,0.0313345
34.979773977622,0.0319695
34.996061977622,0.0382575
35.001817984729,0.0340135
35.009138984729,0.0313345
35.019836984729,0.0320325
35.031538966609,0.0337345
35.053950984729,0.0461465
35.094199966609,0.0563955
35.099600948489,0.0517965
35.120295937537,0.0524915
35.141661933753,0.0538575
35.184002929969,0.0661985
35.204819933429,0.0670155
35.206709944133,0.0589055
35.209378954837,0.0515745
35.209967965541,0.0421635
35.217857976245,0.0400535
35.232460986949,0.0346565
35.239138999141,0.0313345
35.250034999141,0.0322305
35.259138999141,0.0313345
35.270597999141,0.0327935
35.279989999141,0.0321855
35.301071006442,0.0432665
35.303249031748,0.0354446
35.311755006442,0.0339505
35.319139006442,0.0313345
35.345922006442,0.0481175
35.347421031748,0.0396166
35.349570400702,0.0317659
35.360170006442,0.0323655
35.379082031748,0.0412776
35.379887057054,0.0320826
35.394451006442,0.0366465
35.410468013812,0.0426635
35.425284053858,0.0474796
35.446820093904,0.0490156
35.45035413395,0.0425497
35.453626173996,0.0358217
35.461237013812,0.0334325
35.469139013812,0.0313345
35.493780013812,0.0459755
35.502485061298,0.0446806
35.506266116224,0.0384616
35.523843116224,0.0460386
35.53899817115,0.0411937
35.550017226076,0.0322128
35.559139021252,0.0313346
35.585220021252,0.0474156
35.593263076178,0.0454586
35.598511131104,0.0407067
35.603561193514,0.0357567
35.629788028736,0.0519836
35.64569509863,0.0578906
35.648441238418,0.0506368
35.651767308312,0.0439628
35.653493378206,0.0356889
35.659139028736,0.0313346
35.710754036294,0.0429496
35.716695121304,0.0388907
35.733465036294,0.0456606
35.774355121304,0.0565507
35.779063206314,0.0512587
35.780256291324,0.0424518
35.812236383977,0.0544319
35.815990484273,0.048186
35.819996584569,0.0421921
35.859960684865,0.0521562
35.860540785161,0.0427363
35.863200885457,0.0353964
35.873933043937,0.0361286
35.886296043937,0.0384916
35.889756043937,0.0319516
35.899139043937,0.0313346
35.919307051666,0.0415026
35.92074716742,0.0329427
35.929864051666,0.0320596
35.939549841863,0.0317454
35.951728051666,0.0339236
35.996495051666,0.0586906
36.001185175193,0.0533807
36.020705306493,0.0629008
36.042294437793,0.07449
36.044364569093,0.0665601
36.058406700393,0.0706022
36.061337700393,0.0635332
36.086473831693,0.0786694
36.102870970849,0.0750665
36.106333117861,0.0685286
36.112126264873,0.0643218
36.114381411885,0.0565769
36.115749558897,0.0479451
36.193016705909,0.0752122
36.22446815092,0.0866637
36.226912313744,0.0791078
36.230540476568,0.072736
36.238511639392,0.0707072
36.239226802216,0.0614223
36.24514596504,0.0573415
36.274745127864,0.0569407
36.282474290688,0.0546698
36.284729453512,0.046925
36.30694162431,0.0491372
36.334845803082,0.0670413
36.338536981854,0.0607325
36.355267160626,0.0674627
36.377926339398,0.0701219
36.406548526192,0.0787441
36.426918721008,0.0791143
36.502010923926,0.114206
36.505482134946,0.107678
36.510505345966,0.102701
36.531378345966,0.113574
36.531958556986,0.104154
36.545089768006,0.0972853
36.546516979026,0.0887125
36.586579190046,0.0987747
