X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
201.424655669708,1
202.424655669708,2
204.424655669708,3
208.424655669708,4
216.424655669708,5
232.424655669708,6
264.424655669708,7
296.424655669708,8
308.026969057013,1
309.026969057013,2
311.026969057013,3
315.026969057013,4
323.026969057013,5
339.026969057013,6
347.966904162849,1
348.966904162849,2
350.966904162849,3
354.966904162849,4
362.966904162849,5
378.966904162849,6
410.966904162849,7
418.47439357234,1
419.47439357234,2
421.47439357234,3
425.47439357234,4
433.47439357234,5
