X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
197.812604968927,1
198.812604968927,2
200.812604968927,3
204.812604968927,4
212.812604968927,5
228.812604968927,6
260.812604968927,7
292.812604968927,8
298.352065271771,1
299.352065271771,2
301.352065271771,3
305.352065271771,4
313.352065271771,5
329.352065271771,6
337.615943352536,1
338.615943352536,2
340.615943352536,3
344.615943352536,4
352.615943352536,5
368.615943352536,6
400.615943352536,7
