X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
187.24627458762,1
188.24627458762,2
190.24627458762,3
194.24627458762,4
202.24627458762,5
218.24627458762,6
250.24627458762,7
282.24627458762,8
294.258974957173,1
295.258974957173,2
297.258974957173,3
301.258974957173,4
309.258974957173,5
325.258974957173,6
332.037090445853,1
333.037090445853,2
335.037090445853,3
339.037090445853,4
347.037090445853,5
363.037090445853,6
393.232225792439,1
394.232225792439,2
396.232225792439,3
400.232225792439,4
