X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.004189207206,1
197.004189207206,2
199.004189207206,3
203.004189207206,4
211.004189207206,5
227.004189207206,6
259.004189207206,7
291.004189207206,8
300.982769180192,1
301.982769180192,2
303.982769180192,3
307.982769180192,4
315.982769180192,5
331.982769180192,6
341.361797088868,1
342.361797088868,2
344.361797088868,3
348.361797088868,4
356.361797088868,5
372.361797088868,6
404.361797088868,7
