X,frankfurt_urban_n_vehicles.MA[1].idLayer/sequenceUpdateCa:vector
112.887588731707,1
187.706171368914,2
294.660736644013,3
338.310542290164,4
376.996503478671,5
377.496503478671,6
377.996503478671,7
378.496503478671,8
378.835504188395,9
379.335504188395,10
379.835504188395,11
380.335504188395,12
380.835504188395,13
381.335504188395,14
381.835504188395,15
382.335504188395,16
382.835504188395,17
383.335504188395,18
383.835504188395,19
384.335504188395,20
384.835504188395,21
385.335504188395,22
385.835504188395,23
386.335504188395,24
386.835504188395,25
387.335504188395,26
387.835504188395,27
388.335504188395,28
388.835504188395,29
389.335504188395,30
389.835504188395,31
390.335504188395,32
390.835504188395,33
391.335504188395,34
391.835504188395,35
392.335504188395,36
392.835504188395,37
393.335504188395,38
393.835504188395,39
394.335504188395,40
394.835504188395,41
395.335504188395,42
395.835504188395,43
396.335504188395,44
396.835504188395,45
397.335504188395,46
397.835504188395,47
398.335504188395,48
398.518051946247,49
399.018051946247,50
399.518051946247,51
400.018051946247,52
400.370004364311,53
