X,frankfurt_urban_n_vehicles.MA[2].idLayer/sequenceUpdateCa:vector
196.176533581603,1
297.563318617202,2
339.801586428802,3
391.572811213689,4
392.072811213689,5
392.572811213689,6
393.072811213689,7
393.572811213689,8
394.072811213689,9
394.572811213689,10
395.072811213689,11
395.572811213689,12
396.072811213689,13
396.572811213689,14
397.072811213689,15
397.572811213689,16
398.072811213689,17
398.572811213689,18
399.072811213689,19
399.572811213689,20
400.072811213689,21
400.572811213689,22
401.072811213689,23
401.572811213689,24
402.072811213689,25
402.572811213689,26
403.072811213689,27
403.572811213689,28
404.072811213689,29
404.572811213689,30
405.072811213689,31
405.572811213689,32
406.072811213689,33
406.572811213689,34
407.072811213689,35
407.572811213689,36
408.072811213689,37
408.572811213689,38
409.072811213689,39
409.572811213689,40
410.072811213689,41
410.572811213689,42
410.717151891736,43
411.217151891736,44
411.717151891736,45
