X,frankfurt_urban_n_vehicles.MA[0].tcp/rcvd seq
30.418679347886,7.59598e+06
30.488953926323,7.59598e+06
30.493297191155,7.59598e+06
30.562427512212,7.59651e+06
30.563447795148,7.59705e+06
30.631341851347,7.59758e+06
30.635236152335,7.59812e+06
30.643830055299,7.59866e+06
30.647486356287,7.59919e+06
30.701205208533,7.59973e+06
30.702261527571,7.60026e+06
30.706109111497,7.6008e+06
30.707138430535,7.60134e+06
30.713720412485,7.60187e+06
30.715652050561,7.60241e+06
30.717570014461,7.60294e+06
30.718572333499,7.60348e+06
30.770128574744,7.60402e+06
30.771908893782,7.60455e+06
30.772930893782,7.60509e+06
30.775214531858,7.60562e+06
30.778311796746,7.60616e+06
30.782716391936,7.6067e+06
30.783835710974,7.60723e+06
30.784955030012,7.60777e+06
30.786823668088,7.6083e+06
30.789211987126,7.60884e+06
30.793000306164,7.60938e+06
30.794520625202,7.60991e+06
30.79505394424,7.61045e+06
30.796020263278,7.61098e+06
30.839065572648,7.61152e+06
30.84729379465,7.61206e+06
30.848422131792,7.61259e+06
30.850122468934,7.61313e+06
30.851250806076,7.61366e+06
30.854004143218,7.6142e+06
30.85458248036,7.61474e+06
30.855593817502,7.61527e+06
30.86087916607,7.61581e+06
30.863850840354,7.61634e+06
30.868742514638,7.61688e+06
30.86929385178,7.61742e+06
30.871271526064,7.61795e+06
30.871957863206,7.61849e+06
30.908960588632,7.61902e+06
30.916293810634,7.61956e+06
30.918809020682,7.6201e+06
30.921343731078,7.62063e+06
30.923358086276,7.62117e+06
30.93627615187,7.6217e+06
30.937377507068,7.62224e+06
30.940189572662,7.62278e+06
30.942148283058,7.62331e+06
30.943792993454,7.62385e+06
30.945510348652,7.62438e+06
30.94808670385,7.62492e+06
30.949622414246,7.62546e+06
30.950182769444,7.62599e+06
30.977870613644,7.62653e+06
30.985838835646,7.62706e+06
30.987917045694,7.6276e+06
30.99028975609,7.62814e+06
30.994878821684,7.62867e+06
31.008466896339,7.62921e+06
31.010047642979,7.62974e+06
31.010653016299,7.63028e+06
31.013305762939,7.63082e+06
31.014749136259,7.63135e+06
31.015988509579,7.63189e+06
31.019461803517,7.63242e+06
31.021885036133,7.63296e+06
31.023061782773,7.6335e+06
31.048372647717,7.63403e+06
31.055850869719,7.63457e+06
31.057398243039,7.6351e+06
31.059839989679,7.63564e+06
31.064711855757,7.63618e+06
31.086549552713,7.63671e+06
31.087046926033,7.63725e+06
