X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcp/rcvd seq
30.937237541394,7.73302e+06
30.942720213128,7.73302e+06
30.943460601574,7.73302e+06
30.951284883262,7.73356e+06
30.951836271708,7.7341e+06
30.956790553396,7.73463e+06
30.959717330288,7.73517e+06
30.96177510718,7.7357e+06
30.964234272518,7.73624e+06
30.966465660964,7.73678e+06
30.96693604941,7.73731e+06
30.967451437856,7.73785e+06
30.968002826302,7.73838e+06
30.96997399164,7.73892e+06
30.971114380086,7.73946e+06
30.973366156978,7.73999e+06
30.981627099208,7.74053e+06
30.9945248761,7.74106e+06
30.995527264546,7.7416e+06
31.000927438856,7.74214e+06
31.002825845246,7.74267e+06
31.005976064416,7.74321e+06
31.009306877196,7.74374e+06
31.010426283586,7.74428e+06
31.011365689976,7.74482e+06
31.012034096366,7.74535e+06
31.012603502756,7.74589e+06
31.014391315536,7.74642e+06
31.015774721926,7.74696e+06
31.017771534706,7.7475e+06
31.020665160266,7.74803e+06
31.021850566656,7.74857e+06
31.027343192216,7.7491e+06
31.029066598606,7.74964e+06
31.033157817776,7.75018e+06
31.033817224166,7.75071e+06
31.034422630556,7.75125e+06
31.035118036946,7.75178e+06
31.036174443336,7.75232e+06
31.039172256116,7.75286e+06
31.039669662506,7.75339e+06
31.061944132796,7.75393e+06
31.063795945576,7.75446e+06
31.065224351966,7.755e+06
31.072907383916,7.75554e+06
31.073449790306,7.75607e+06
31.076854196696,7.75661e+06
31.077865603086,7.75714e+06
31.078435009476,7.75768e+06
31.081065415866,7.75822e+06
31.084590635036,7.75875e+06
31.089939666986,7.75929e+06
31.092580292546,7.75982e+06
31.093104698936,7.76036e+06
31.094499105326,7.7609e+06
31.097977730886,7.76143e+06
31.099046137276,7.76197e+06
31.099723543666,7.7625e+06
31.100211958887,7.76304e+06
31.100799382939,7.76358e+06
31.123238047511,7.76411e+06
31.124213471563,7.76465e+06
31.126687319667,7.76518e+06
31.127806743719,7.76572e+06
31.131528591823,7.76626e+06
31.132206015875,7.76679e+06
31.135390863979,7.76733e+06
31.136872712083,7.76786e+06
31.139309136135,7.7684e+06
31.145457256395,7.76894e+06
31.146441680447,7.76947e+06
31.147519104499,7.77001e+06
31.151182376655,7.77054e+06
31.154485648811,7.77108e+06
31.157864920967,7.77162e+06
31.158903345019,7.77215e+06
31.159463769071,7.77269e+06
31.162968465279,7.77322e+06
31.166316737435,7.77376e+06
31.166985161487,7.7743e+06
31.168450009591,7.77483e+06
31.168947433643,7.77537e+06
31.169913857695,7.7759e+06
31.173149705799,7.77644e+06
31.176910977955,7.77698e+06
31.177426402007,7.77751e+06
31.178557826059,7.77805e+06
31.189066794423,7.77858e+06
31.190186218475,7.77912e+06
31.192918490631,7.77966e+06
