X,frankfurt_urban_n_vehicles.MA[3].idLayer/sequenceUpdateDa:vector
8.1,0
274.747442584911,1
286.255503360127,2
309.271624910559,3
309.340301830427,4
309.340301830427,5
309.409265382789,6
309.410270700759,7
309.478309929109,8
309.478309929109,9
309.479423247079,10
309.54739946941,11
309.54850378738,12
309.54850378738,13
309.549563093312,14
309.549563093312,15
309.620541978584,16
309.630541978584,17
309.630541978584,18
309.630541978584,19
309.630541978584,20
309.630541978584,21
309.69921885626,22
309.700213144212,23
309.700710426188,24
309.701135708164,25
309.701135708164,26
309.70222199014,27
309.77024321849,28
309.771356500466,29
309.772379782442,30
309.774142064418,31
309.774142064418,32
309.845070673018,33
309.855070673018,34
309.855070673018,35
309.855070673018,36
309.855070673018,37
309.855070673018,38
309.855070673018,39
309.855070673018,40
309.923747520974,41
309.924779779266,42
309.924779779266,43
309.925902037558,44
309.927416554142,45
309.928021812434,46
309.930176329018,47
309.93071858731,48
309.93071858731,49
310.001085282418,50
310.011085282418,51
310.011085282418,52
310.011085282418,53
310.011085282418,54
310.011085282418,55
310.011085282418,56
310.011085282418,57
310.011085282418,58
310.011085282418,59
310.079762112718,60
310.08029535927,61
310.081908852374,62
310.082460098926,63
310.082460098926,64
310.084492838582,65
310.085561085134,66
310.15500824028,67
310.16500824028,68
310.16500824028,69
310.16500824028,70
310.16500824028,71
310.16500824028,72
310.16500824028,73
310.16500824028,74
310.16500824028,75
310.16500824028,76
310.16500824028,77
310.16500824028,78
310.233685053091,79
310.234281276337,80
310.235178499583,81
310.236273722829,82
310.236273722829,83
310.308076724533,84
310.318076724533,85
310.318076724533,86
310.318076724533,87
310.318076724533,88
310.318076724533,89
310.318076724533,90
310.318076724533,91
310.318076724533,92
310.318076724533,93
310.318076724533,94
310.318076724533,95
310.318076724533,96
310.386753519979,97
310.387758731677,98
310.388237943375,99
310.388237943375,100
310.459884452551,101
310.469884452551,102
310.469884452551,103
310.469884452551,104
310.469884452551,105
310.469884452551,106
310.469884452551,107
310.469884452551,108
310.469884452551,109
310.469884452551,110
310.469884452551,111
310.469884452551,112
310.469884452551,113
310.469884452551,114
310.538561230846,115
310.540206878224,116
310.540206878224,117
310.611972586799,118
310.621972586799,119
310.621972586799,120
310.621972586799,121
310.621972586799,122
310.621972586799,123
310.621972586799,124
310.621972586799,125
310.621972586799,126
310.621972586799,127
310.621972586799,128
310.621972586799,129
310.621972586799,130
310.621972586799,131
310.621972586799,132
310.690649348081,133
310.691672525615,134
310.76185882685,135
310.77185882685,136
310.77185882685,137
310.77185882685,138
310.77185882685,139
310.77185882685,140
310.77185882685,141
310.77185882685,142
310.77185882685,143
310.77185882685,144
310.77185882685,145
310.77185882685,146
310.77185882685,147
310.77185882685,148
310.77185882685,149
310.840535571313,150
310.841693726431,151
310.912108009848,152
310.922108009848,153
310.922108009848,154
310.922108009848,155
310.922108009848,156
310.922108009848,157
310.922108009848,158
310.922108009848,159
310.922108009848,160
310.922108009848,161
310.922108009848,162
310.922108009848,163
310.922108009848,164
310.922108009848,165
310.922108009848,166
310.990784737644,167
310.992005881692,168
311.061515832829,169
311.071515832829,170
311.071515832829,171
311.071515832829,172
311.071515832829,173
311.071515832829,174
311.071515832829,175
311.071515832829,176
311.071515832829,177
311.071515832829,178
311.071515832829,179
311.071515832829,180
311.071515832829,181
311.071515832829,182
311.071515832829,183
311.140192544167,184
311.141366677209,185
311.210885584784,186
311.220885584784,187
311.220885584784,188
311.220885584784,189
311.220885584784,190
311.220885584784,191
311.220885584784,192
311.220885584784,193
311.220885584784,194
311.220885584784,195
311.220885584784,196
311.220885584784,197
311.220885584784,198
311.220885584784,199
311.220885584784,200
311.289562279836,201
311.29012539114,202
311.360274926917,203
311.370274926917,204
311.370274926917,205
311.370274926917,206
311.370274926917,207
311.370274926917,208
311.370274926917,209
311.370274926917,210
311.370274926917,211
311.370274926917,212
311.370274926917,213
311.370274926917,214
311.370274926917,215
311.370274926917,216
311.370274926917,217
311.438951606273,218
311.440181696779,219
311.51093163273,220
311.52093163273,221
311.52093163273,222
311.52093163273,223
311.52093163273,224
311.52093163273,225
311.52093163273,226
311.52093163273,227
311.52093163273,228
311.52093163273,229
311.52093163273,230
311.52093163273,231
311.52093163273,232
311.52093163273,233
311.52093163273,234
311.589608296906,235
311.590712377334,236
311.660665283141,237
311.670665283141,238
311.670665283141,239
311.670665283141,240
311.670665283141,241
311.670665283141,242
311.670665283141,243
311.670665283141,244
311.670665283141,245
311.670665283141,246
311.670665283141,247
311.670665283141,248
311.670665283141,249
311.670665283141,250
311.670665283141,251
311.739818351704,252
311.74033341223,253
311.810311797668,254
311.820311797668,255
311.820311797668,256
311.820311797668,257
311.820311797668,258
311.820311797668,259
311.820311797668,260
311.820311797668,261
311.820311797668,262
311.820311797668,263
311.820311797668,264
311.820311797668,265
311.820311797668,266
311.820311797668,267
311.820311797668,268
311.888988432146,269
311.890038482876,270
311.959476249369,271
311.969476249369,272
311.969476249369,273
311.969476249369,274
311.969476249369,275
311.969476249369,276
311.969476249369,277
311.969476249369,278
311.969476249369,279
311.969476249369,280
311.969476249369,281
311.969476249369,282
311.969476249369,283
311.969476249369,284
311.969476249369,285
312.038152869396,286
312.039094900902,287
312.108885660861,288
312.118885660861,289
312.118885660861,290
312.118885660861,291
312.118885660861,292
312.118885660861,293
312.118885660861,294
312.118885660861,295
312.118885660861,296
312.118885660861,297
312.118885660861,298
312.118885660861,299
312.118885660861,300
312.118885660861,301
312.118885660861,302
312.187562266709,303
312.188116288809,304
312.258274560249,305
312.268274560249,306
312.268274560249,307
312.268274560249,308
312.268274560249,309
312.268274560249,310
312.268274560249,311
312.268274560249,312
312.268274560249,313
312.268274560249,314
312.268274560249,315
312.268274560249,316
312.268274560249,317
312.268274560249,318
312.268274560249,319
312.336951152246,320
312.337900165062,321
312.408684842098,322
312.418684842098,323
312.418684842098,324
312.418684842098,325
312.418684842098,326
312.418684842098,327
312.418684842098,328
312.418684842098,329
312.418684842098,330
312.418684842098,331
312.418684842098,332
312.418684842098,333
312.418684842098,334
312.418684842098,335
312.418684842098,336
312.487361420488,337
312.48827641513,338
312.557822070632,339
312.567822070632,340
312.567822070632,341
312.567822070632,342
312.567822070632,343
312.567822070632,344
312.567822070632,345
312.567822070632,346
312.567822070632,347
312.567822070632,348
312.567822070632,349
312.567822070632,350
312.567822070632,351
312.567822070632,352
312.567822070632,353
312.636498635768,354
312.63754861279,355
312.707085233517,356
312.717085233517,357
312.717085233517,358
312.717085233517,359
312.717085233517,360
312.717085233517,361
312.717085233517,362
312.717085233517,363
312.717085233517,364
312.717085233517,365
312.717085233517,366
312.717085233517,367
312.717085233517,368
312.717085233517,369
312.717085233517,370
312.785761785709,371
312.786793754153,372
312.85636635791,373
312.86636635791,374
312.86636635791,375
312.86636635791,376
312.86636635791,377
312.86636635791,378
312.86636635791,379
312.86636635791,380
312.86636635791,381
312.86636635791,382
312.86636635791,383
312.86636635791,384
312.86636635791,385
312.86636635791,386
312.86636635791,387
312.935042897511,388
312.935533857501,389
313.005556920689,390
313.015556920689,391
313.015556920689,392
313.015556920689,393
313.015556920689,394
313.015556920689,395
313.015556920689,396
313.015556920689,397
313.015556920689,398
313.015556920689,399
313.015556920689,400
313.015556920689,401
313.015556920689,402
313.015556920689,403
313.015556920689,404
313.084233448029,405
313.085472391621,406
313.155847982118,407
313.165847982118,408
313.165847982118,409
313.165847982118,410
313.165847982118,411
313.165847982118,412
313.165847982118,413
313.165847982118,414
313.165847982118,415
313.165847982118,416
313.165847982118,417
313.165847982118,418
313.165847982118,419
313.165847982118,420
313.165847982118,421
313.234524497601,422
313.235637425435,423
313.305756949184,424
313.315756949184,425
313.315756949184,426
313.315756949184,427
313.315756949184,428
313.315756949184,429
313.315756949184,430
313.315756949184,431
313.315756949184,432
313.315756949184,433
313.315756949184,434
313.315756949184,435
313.315756949184,436
313.315756949184,437
313.315756949184,438
313.38443345312,439
313.385690373308,440
313.456536715148,441
313.466536715148,442
313.466536715148,443
313.466536715148,444
313.466536715148,445
313.466536715148,446
313.466536715148,447
313.466536715148,448
313.466536715148,449
313.466536715148,450
313.466536715148,451
313.466536715148,452
313.466536715148,453
313.466536715148,454
313.466536715148,455
313.535735803049,456
313.537100708491,457
313.607805093735,458
313.617805093735,459
313.617805093735,460
313.617805093735,461
313.617805093735,462
313.617805093735,463
313.617805093735,464
313.617805093735,465
313.617805093735,466
313.617805093735,467
313.617805093735,468
313.617805093735,469
313.617805093735,470
313.617805093735,471
313.617805093735,472
313.686481575837,473
313.687050474191,474
313.757181380333,475
313.767181380333,476
