X,frankfurt_urban_n_vehicles.MA[2].idLayer/sequenceUpdateCa:vector
195.291145485602,1
294.008842704337,2
337.990534719117,3
376.807323320765,4
377.307323320765,5
377.807323320765,6
378.307323320765,7
378.807323320765,8
379.307323320765,9
379.807323320765,10
380.307323320765,11
380.807323320765,12
381.307323320765,13
381.807323320765,14
382.307323320765,15
382.807323320765,16
383.307323320765,17
383.807323320765,18
384.307323320765,19
384.807323320765,20
385.307323320765,21
385.807323320765,22
386.307323320765,23
386.807323320765,24
387.307323320765,25
387.807323320765,26
388.307323320765,27
388.807323320765,28
389.307323320765,29
389.807323320765,30
390.307323320765,31
390.807323320765,32
391.307323320765,33
391.807323320765,34
392.307323320765,35
392.807323320765,36
393.307323320765,37
393.807323320765,38
394.307323320765,39
394.807323320765,40
395.307323320765,41
395.807323320765,42
396.307323320765,43
396.807323320765,44
397.307323320765,45
397.807323320765,46
398.307323320765,47
398.807323320765,48
399.307323320765,49
399.807323320765,50
400.307323320765,51
400.807323320765,52
401.307323320765,53
401.807323320765,54
402.304154297935,55
402.804154297935,56
403.304154297935,57
403.638421677728,58
