X,frankfurt_urban_n_vehicles.MA[2].idLayer/sequenceUpdateCa:vector
83.181375826916,1
83.681375826916,2
84.181375826916,3
84.681375826916,4
85.181375826916,5
85.681375826916,6
86.181375826916,7
86.681375826916,8
87.181375826916,9
87.681375826916,10
88.181375826916,11
88.681375826916,12
194.363382223114,13
296.550727961564,14
341.162629437564,15
371.730056698684,16
372.230056698684,17
372.730056698684,18
373.230056698684,19
373.512418314478,20
374.012418314478,21
374.512418314478,22
375.012418314478,23
375.512418314478,24
376.012418314478,25
376.512418314478,26
377.012418314478,27
377.512418314478,28
378.012418314478,29
378.512418314478,30
379.012418314478,31
379.512418314478,32
380.012418314478,33
380.512418314478,34
381.012418314478,35
381.512418314478,36
382.012418314478,37
382.512418314478,38
383.012418314478,39
383.512418314478,40
384.012418314478,41
384.512418314478,42
385.012418314478,43
385.512418314478,44
386.012418314478,45
386.512418314478,46
387.012418314478,47
387.512418314478,48
388.012418314478,49
388.512418314478,50
389.012418314478,51
389.512418314478,52
390.012418314478,53
390.512418314478,54
391.012418314478,55
391.512418314478,56
392.012418314478,57
392.512418314478,58
393.012418314478,59
393.512418314478,60
394.012418314478,61
394.512418314478,62
395.012418314478,63
395.512418314478,64
396.012418314478,65
396.512418314478,66
397.012418314478,67
397.512418314478,68
398.012418314478,69
400.396513957272,70
