X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.757594411324,1
199.757594411324,2
201.757594411324,3
205.757594411324,4
213.757594411324,5
229.757594411324,6
261.757594411324,7
293.757594411324,8
300.465177722559,1
301.465177722559,2
303.465177722559,3
307.465177722559,4
315.465177722559,5
331.465177722559,6
339.771223851413,1
340.771223851413,2
342.771223851413,3
346.771223851413,4
354.771223851413,5
370.771223851413,6
