X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
191.656391604735,1
192.656391604735,2
194.656391604735,3
198.656391604735,4
206.656391604735,5
222.656391604735,6
254.656391604735,7
286.656391604735,8
288.086518322303,1
289.086518322303,2
291.086518322303,3
295.086518322303,4
303.086518322303,5
319.086518322303,6
337.064739554142,1
338.064739554142,2
340.064739554142,3
344.064739554142,4
352.064739554142,5
368.064739554142,6
395.17032869043,1
396.17032869043,2
398.17032869043,3
