X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.281748304869,1
196.281748304869,2
198.281748304869,3
202.281748304869,4
210.281748304869,5
226.281748304869,6
258.281748304869,7
290.281748304869,8
295.040315181642,1
296.040315181642,2
298.040315181642,3
302.040315181642,4
310.040315181642,5
326.040315181642,6
342.134083527975,1
343.134083527975,2
345.134083527975,3
349.134083527975,4
357.134083527975,5
373.134083527975,6
