X,frankfurt_urban_n_vehicles_multi_radio.MA[0].udpApp[0]/endToEndDelay:vector
30.728103470005,0.00378995
30.737379271491,0.00306575
30.746645271491,0.00233175
30.757370271491,0.00305675
30.766645271491,0.00233175
30.778896271491,0.00458275
30.787739271491,0.00342575
30.798257271491,0.00394375
30.813048280518,0.00873476
30.816645280518,0.00233176
30.828635280518,0.00432176
30.836645280518,0.00233176
30.846645280518,0.00233176
30.856645280518,0.00233176
30.866645280518,0.00233176
30.876645280518,0.00233176
30.886645280518,0.00233176
30.897987280518,0.00367376
30.906645289552,0.00233177
30.920440289552,0.00612677
30.930332289552,0.00601877
30.936645289552,0.00233177
30.947442289552,0.00312877
30.956645289552,0.00233177
30.966645289552,0.00233177
30.977361289552,0.00304777
30.989810289552,0.00549677
31.002308298558,0.00799478
31.007478298558,0.00316478
31.035319298558,0.0110058
31.038312716132,0.00399919
31.046645298558,0.00233178
31.058914298558,0.00460078
31.066645298558,0.00233178
31.076645298558,0.00233178
31.086645298558,0.00233178
31.096645298558,0.00233178
31.106645307422,0.00233178
31.116645307422,0.00233178
31.126645307422,0.00233178
