X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
193.282388423911,1
301.355896509292,2
348.437929435694,3
348.937929435694,4
349.437929435694,5
385.784083628359,6
386.284083628359,7
386.784083628359,8
387.229724945831,9
387.729724945831,10
388.229724945831,11
388.729724945831,12
389.229724945831,13
389.729724945831,14
390.229724945831,15
390.729724945831,16
391.229724945831,17
391.729724945831,18
392.229724945831,19
392.729724945831,20
393.229724945831,21
393.729724945831,22
394.229724945831,23
394.729724945831,24
395.229724945831,25
395.729724945831,26
396.229724945831,27
396.729724945831,28
397.229724945831,29
397.729724945831,30
398.229724945831,31
398.729724945831,32
399.229724945831,33
399.729724945831,34
400.229724945831,35
400.729724945831,36
401.229724945831,37
401.729724945831,38
402.229724945831,39
402.729724945831,40
403.229724945831,41
403.729724945831,42
404.229724945831,43
404.729724945831,44
405.229724945831,45
405.729724945831,46
406.229724945831,47
406.729724945831,48
407.229724945831,49
407.729724945831,50
408.229724945831,51
408.729724945831,52
409.229724945831,53
409.729724945831,54
410.229724945831,55
410.729724945831,56
411.229724945831,57
411.729724945831,58
412.229724945831,59
412.430578005571,60
412.930578005571,61
413.430578005571,62
413.930578005571,63
414.109558353188,64
