X,frankfurt_urban_n_vehicles.MA[0].idLayer/sequenceUpdateCa:vector
40.495642438314,1
191.691353499629,2
292.101291266482,3
337.198937946205,4
376.730690415033,5
377.230690415033,6
377.730690415033,7
378.230690415033,8
378.237398347009,9
378.737398347009,10
379.237398347009,11
379.737398347009,12
380.237398347009,13
380.737398347009,14
381.237398347009,15
381.737398347009,16
382.237398347009,17
382.737398347009,18
383.237398347009,19
383.737398347009,20
384.237398347009,21
384.737398347009,22
385.237398347009,23
385.737398347009,24
386.237398347009,25
386.737398347009,26
387.237398347009,27
387.737398347009,28
388.237398347009,29
388.737398347009,30
389.237398347009,31
389.737398347009,32
390.237398347009,33
390.737398347009,34
391.237398347009,35
391.737398347009,36
392.237398347009,37
392.737398347009,38
393.237398347009,39
393.737398347009,40
394.237398347009,41
394.737398347009,42
395.237398347009,43
395.737398347009,44
396.237398347009,45
396.375590456364,46
396.875590456364,47
397.375590456364,48
397.875590456364,49
398.375590456364,50
398.3862918377,51
