X,frankfurt_urban_n_vehicles.MA[4].idLayer/sequenceUpdateCa:vector
219.749893530253,1
294.692285586604,2
348.155625257704,3
376.825462776481,4
377.325462776481,5
377.825462776481,6
378.325462776481,7
378.825462776481,8
379.028977327384,9
379.528977327384,10
380.028977327384,11
380.528977327384,12
381.028977327384,13
381.528977327384,14
382.028977327384,15
382.528977327384,16
383.028977327384,17
383.528977327384,18
384.028977327384,19
384.528977327384,20
385.028977327384,21
385.528977327384,22
386.028977327384,23
386.528977327384,24
387.028977327384,25
387.528977327384,26
388.028977327384,27
388.528977327384,28
389.028977327384,29
389.528977327384,30
390.028977327384,31
390.528977327384,32
391.028977327384,33
391.528977327384,34
392.028977327384,35
392.528977327384,36
393.028977327384,37
393.528977327384,38
394.028977327384,39
394.528977327384,40
395.028977327384,41
395.528977327384,42
396.028977327384,43
396.528977327384,44
397.028977327384,45
397.528977327384,46
398.028977327384,47
398.528977327384,48
399.028977327384,49
399.528977327384,50
400.028977327384,51
400.528977327384,52
401.028977327384,53
401.528977327384,54
402.028977327384,55
402.528977327384,56
403.028977327384,57
403.528977327384,58
404.028977327384,59
404.528977327384,60
405.028977327384,61
405.528977327384,62
406.028977327384,63
407.411810732055,64
