X,frankfurt_urban_n_vehicles.MA[6].udpApp[0]/endToEndDelay:vector
43.234215860752,0.109148
43.236306387994,0.101239
43.237671915236,0.0926042
43.239888442478,0.0848207
43.24415796972,0.0790903
43.246086496962,0.0710188
43.248105024204,0.0630373
43.249770344218,0.0547026
43.25424287146,0.0491752
43.258264398702,0.0431967
43.259764925944,0.0346972
43.274398707824,0.039331
43.287341235066,0.0422735
43.290336762308,0.0352691
43.299614439384,0.0345467
43.309614446736,0.0345468
43.319614446736,0.0345468
43.331640446736,0.0365728
43.339614446736,0.0345468
43.349614446736,0.0345468
43.359614446736,0.0345468
43.369614446736,0.0345468
43.379614446736,0.0345468
43.389614446736,0.0345468
43.399614446736,0.0345468
43.410582454168,0.0355148
43.419614454168,0.0345468
43.430195454168,0.0351278
43.445492726816,0.040425
43.449614454168,0.0345468
43.460663454168,0.0355958
43.469614454168,0.0345468
43.479614454168,0.0345468
43.489614454168,0.0345468
43.499614454168,0.0345468
43.509614461505,0.0345468
43.519614461505,0.0345468
43.529614461505,0.0345468
43.539614461505,0.0345468
43.549614461505,0.0345468
43.559614461505,0.0345468
43.569614461505,0.0345468
43.579614461505,0.0345468
43.611160002757,0.0560923
43.619300596705,0.0542329
43.620522190653,0.0454545
43.623913784601,0.0388461
43.632418378549,0.0373507
43.639614468787,0.0345468
43.649614468787,0.0345468
43.659614468787,0.0345468
43.669614468787,0.0345468
43.681417898187,0.0363502
43.689614468787,0.0345468
43.699614468787,0.0345468
43.70961447597,0.0345468
43.71961447597,0.0345468
43.72961447597,0.0345468
43.73961447597,0.0345468
43.74961447597,0.0345468
43.772782753942,0.0477151
43.776210363888,0.0411427
43.797111229832,0.0520435
43.800718846903,0.0456512
43.802638472643,0.0375708
43.810456483095,0.0353888
43.821198762611,0.0361311
43.829614483095,0.0345468
43.839614483095,0.0345468
43.853192762611,0.0381251
43.859614483095,0.0345468
43.869614483095,0.0345468
43.880339483095,0.0352718
43.889614483095,0.0345468
43.899614483095,0.0345468
43.909614490133,0.0345468
43.919614490133,0.0345468
43.930231490133,0.0351638
43.940528490133,0.0354608
43.949614490133,0.0345468
43.968453771121,0.0433861
43.970661412409,0.0355937
