X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.473724987949,1
195.473724987949,2
197.473724987949,3
201.473724987949,4
209.473724987949,5
225.473724987949,6
257.473724987949,7
289.473724987949,8
295.910321326801,1
296.910321326801,2
298.910321326801,3
302.910321326801,4
310.910321326801,5
326.910321326801,6
341.4591287603,1
342.4591287603,2
344.4591287603,3
348.4591287603,4
356.4591287603,5
372.4591287603,6
377.64783896747,1
378.281235410341,2
379.281235410341,3
379.827775929781,4
380.827775929781,5
397.20122190216,6
