X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.422924417513,1
195.422924417513,2
197.422924417513,3
201.422924417513,4
209.422924417513,5
225.422924417513,6
257.422924417513,7
289.422924417513,8
298.920507717853,1
299.920507717853,2
301.920507717853,3
305.920507717853,4
313.920507717853,5
329.920507717853,6
341.910306923481,1
342.910306923481,2
344.910306923481,3
348.910306923481,4
356.910306923481,5
372.910306923481,6
382.819644283104,1
383.819644283104,2
385.819644283104,3
389.819644283104,4
397.819644283104,5
398.001069108483,6
404.910306923481,7
