X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
185.228827870574,1
186.228827870574,2
188.228827870574,3
192.228827870574,4
200.228827870574,5
216.228827870574,6
248.228827870574,7
280.228827870574,8
291.500825213993,1
292.500825213993,2
294.500825213993,3
298.500825213993,4
306.500825213993,5
322.500825213993,6
335.106591515447,1
336.106591515447,2
338.106591515447,3
342.106591515447,4
350.106591515447,5
366.106591515447,6
397.710413097181,1
398.710413097181,2
400.710413097181,3
404.710413097181,4
