X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.568768064922,1
195.568768064922,2
197.568768064922,3
201.568768064922,4
209.568768064922,5
225.568768064922,6
257.568768064922,7
289.568768064922,8
297.401731542716,1
298.401731542716,2
300.401731542716,3
304.401731542716,4
312.401731542716,5
328.401731542716,6
338.796927733352,1
339.796927733352,2
341.796927733352,3
345.796927733352,4
353.796927733352,5
369.796927733352,6
380.957848465143,1
381.957848465143,2
383.957848465143,3
387.957848465143,4
395.271131898086,5
396.271131898086,6
401.796927733352,7
