X,frankfurt_urban_n_vehicles.MA[4].idLayer/sequenceUpdateCa:vector
78.483497551776,1
78.983497551776,2
79.483497551776,3
79.983497551776,4
80.483497551776,5
80.983497551776,6
81.483497551776,7
81.983497551776,8
82.483497551776,9
82.983497551776,10
83.483497551776,11
83.983497551776,12
84.483497551776,13
84.983497551776,14
85.483497551776,15
85.983497551776,16
86.483497551776,17
86.983497551776,18
87.483497551776,19
87.983497551776,20
210.882706898916,21
298.003093876955,22
298.503093876955,23
299.003093876955,24
340.533669441558,25
405.983563080765,26
406.483563080765,27
406.983563080765,28
