X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
189.933053744845,1
190.933053744845,2
192.933053744845,3
196.933053744845,4
204.933053744845,5
220.933053744845,6
252.933053744845,7
284.933053744845,8
295.861964365785,1
296.861964365785,2
298.861964365785,3
302.861964365785,4
310.861964365785,5
326.861964365785,6
332.850166848445,1
333.850166848445,2
335.850166848445,3
339.850166848445,4
347.850166848445,5
363.850166848445,6
395.850166848445,7
402.705883005161,1
403.705883005161,2
