X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.332061386362,1
196.332061386362,2
198.332061386362,3
202.332061386362,4
210.332061386362,5
226.332061386362,6
258.332061386362,7
290.332061386362,8
292.015146053977,1
293.015146053977,2
295.015146053977,3
299.015146053977,4
307.015146053977,5
323.015146053977,6
343.492534578387,1
344.492534578387,2
346.492534578387,3
350.492534578387,4
358.492534578387,5
374.492534578387,6
