X,frankfurt_urban_n_vehicles_mipv6.MA[7].udpApp[0]/rcvdPkLifetime:vector
44.318377172167,0.113646
44.319166774435,0.104436
44.319803376703,0.0950723
44.322367232877,0.0876362
44.323640806789,0.0789098
44.332182423961,0.0774514
44.349786506197,0.0850555
44.354300338637,0.0795693
44.362128964532,0.0773979
44.367428585977,0.0726976
44.377677639707,0.0729466
44.378906213619,0.0641752
44.39367296339,0.0689419
44.398310677409,0.0635796
44.419644683013,0.0749136
44.422653438005,0.0679224
44.446913204573,0.0821822
44.450377096279,0.0756461
44.462950331269,0.0782193
44.464160931303,0.0694299
44.471950148196,0.0672191
44.477756196263,0.0630252
44.490231223153,0.0655002
44.610664711471,0.175934
44.61359404691,0.168863
44.61544937619,0.160718
44.631639964936,0.166909
44.634248931142,0.159518
44.642607314967,0.157876
44.645704958305,0.150974
44.662097972489,0.157367
44.713583953521,0.198853
44.743896692905,0.219166
44.754916688828,0.220186
44.760448171302,0.215717
44.769089982217,0.214359
44.772785056078,0.208054
44.786886682125,0.212156
44.799003067109,0.214272
44.839675757564,0.244945
44.844118875741,0.239388
44.88345866888,0.268728
44.889348879798,0.264618
44.892170640256,0.25744
44.898886689706,0.254156
44.900661128807,0.24593
44.91753699831,0.252806
44.971535522363,0.296804
44.984659436099,0.299928
44.998416992277,0.303686
45.003857232058,0.299126
45.011306451408,0.296575
45.017734711176,0.293004
45.02069356815,0.285963
45.028580945307,0.28385
45.0436066762,0.288876
45.048817517557,0.284086
45.052990736165,0.27826
45.057240702783,0.27251
45.061094677113,0.266364
45.065332778365,0.260602
45.092382088245,0.277651
45.127917145359,0.303186
45.151694794627,0.316964
45.170529345474,0.325798
45.176818380633,0.322087
45.187304119608,0.322573
45.236417649497,0.361687
45.248688211477,0.363957
45.256518871996,0.361788
45.258545324015,0.353814
45.267538159663,0.352807
45.275338438425,0.350607
45.281543049932,0.346812
45.288061989319,0.343331
45.292971758512,0.338241
45.307449808915,0.342719
45.366810056311,0.392079
45.398692150321,0.413961
45.407867825581,0.413137
45.411337341591,0.406606
45.420400939092,0.40567
45.422292074494,0.397561
45.430289588792,0.395559
45.434512101144,0.389781
45.440030833274,0.3853
45.443243345626,0.378512
45.44710234831,0.372371
45.517986941182,0.423256
45.537946854537,0.423216
45.542396893486,0.417666
45.561520858274,0.42679
45.563412015935,0.388681
45.564659169993,0.379928
45.570523314881,0.375792
45.579650284083,0.374919
45.607341897236,0.392611
45.704022580647,0.479292
45.729715433903,0.494984
45.734644573112,0.489914
45.736535509862,0.481804
45.739205446612,0.474474
45.766968092668,0.462237
45.770305422567,0.435574
45.778289261757,0.433558
45.796309580408,0.441579
45.802919092673,0.438188
45.812781315079,0.43805
45.817718036353,0.432987
45.822480841904,0.42775
45.827219217991,0.422488
45.829105437401,0.414374
45.831149660257,0.406419
45.833894641865,0.399164
45.836880942279,0.39215
45.843198302529,0.388467
45.852499678777,0.367769
45.870176458203,0.365445
45.931676694918,0.416946
45.936677693509,0.411947
45.949339540733,0.404609
45.952425921648,0.397695
45.969260907663,0.38453
46.029677085773,0.384946
46.041734677269,0.367004
46.085762815774,0.401032
46.103240731416,0.39851
46.106283770264,0.391553
46.114658276462,0.389927
46.12470139242,0.38997
46.130841479077,0.38611
46.132086333293,0.377355
46.146428082637,0.381697
46.158919117591,0.384188
46.163158843556,0.378428
46.165696170209,0.370965
46.167258205025,0.362527
46.168586239841,0.353855
46.1730417067,0.348311
46.178567294992,0.343836
46.193947659664,0.349217
46.198887892964,0.344157
46.202532431548,0.337801
46.208556142393,0.333825
46.217755675239,0.333025
46.237521620181,0.342791
46.266568757509,0.361838
46.278213150584,0.363482
46.294158682681,0.369428
46.295678550639,0.330948
46.30497894888,0.330248
46.308488479788,0.323757
46.313018769598,0.318288
46.322353090807,0.277622
46.329061726701,0.274331
46.347735211324,0.283004
46.352113073217,0.277382
46.358687001205,0.273956
46.362938975301,0.268208
46.374723287888,0.269992
46.379588379995,0.264857
46.390529495773,0.265798
46.393101712246,0.258371
46.402820566486,0.25809
46.404669125396,0.249938
46.408697008562,0.243966
46.412004813548,0.237274
46.429462207607,0.244731
46.434184990167,0.239454
46.448644040554,0.243913
46.476344429487,0.261613
46.485579847223,0.260849
46.486243742589,0.251513
46.491179938542,0.246449
46.498092898147,0.243362
46.512365033614,0.247634
46.524819315993,0.250088
46.534744661213,0.250014
46.545287201733,0.250556
46.550183610507,0.245453
46.553241981006,0.238511
46.556236116171,0.231505
46.560656929544,0.225926
46.564867983009,0.220137
46.568733580614,0.214003
46.571138269249,0.206407
46.575795224963,0.201064
46.588985663739,0.204255
46.594165643989,0.199435
46.597026921409,0.192296
46.598913289859,0.184182
46.610357142252,0.185626
46.659882991437,0.225152
46.663626536917,0.218896
46.667350377822,0.212619
46.675334297039,0.210603
46.7570669815,0.282336
46.758374917546,0.273644
46.764300047966,0.269569
46.803578035173,0.298847
46.807519728412,0.292789
46.809975260719,0.285244
46.817331710522,0.282601
46.820526397204,0.275795
46.82482713912,0.270096
46.835633265519,0.270902
46.855072498372,0.280341
46.861872111834,0.277141
46.872984575365,0.278254
46.907341278965,0.30261
46.912291997067,0.297561
46.915320992436,0.29059
46.926728530325,0.291997
47.018233052581,0.373502
47.024213561861,0.369483
47.030181312904,0.36545
47.043659603551,0.368929
47.048696378386,0.363965
47.057089790695,0.362359
47.058391041131,0.35366
47.062271352132,0.34754
47.068946590906,0.344216
47.079664380176,0.344933
47.093163576398,0.348433
47.101919090835,0.347188
47.107239438199,0.342508
47.112956467721,0.338225
47.117882983529,0.333152
47.128484010475,0.333753
47.135020604825,0.33029
47.142013391449,0.327282
47.147369696995,0.322639
47.153203747453,0.318473
47.159739999503,0.315009
47.166783589423,0.312053
47.168740368583,0.304009
47.176427749167,0.301697
47.222063117983,0.337332
47.228482572736,0.273752
47.238898841758,0.274168
47.267319908434,0.292589
47.275678318239,0.290947
47.315742938318,0.321012
47.324275164984,0.319544
47.330814781532,0.316084
47.336657850593,0.311927
47.340762691595,0.306032
47.358270946055,0.31354
47.360308784167,0.305578
47.368322731826,0.303592
47.382757893621,0.308027
47.388729267843,0.303998
47.398545371721,0.303814
47.403057992822,0.298327
47.415831332472,0.3011
47.423856971088,0.299126
47.478232990594,0.343502
47.483567388334,0.338836
47.489213337057,0.334482
47.497951496937,0.33322
47.502492600144,0.327762
47.506466498685,0.321735
47.537418660097,0.342688
47.543213369167,0.338482
47.580154499381,0.365423
47.587315987027,0.362585
47.590404320499,0.355673
47.59487951126,0.350148
47.609523191426,0.354792
47.611306785599,0.346576
47.619073886537,0.344343
47.637773457665,0.353042
47.743223541692,0.448493
47.748462895984,0.443732
47.837954390217,0.523223
47.849233006052,0.524502
47.852103331004,0.517372
47.904819315993,0.560088
47.912582119689,0.557851
47.916890741496,0.55216
47.927105636537,0.552375
47.932501049075,0.54777
47.978882568648,0.564152
47.983099371518,0.558368
47.993139074184,0.558408
48.054187449768,0.609456
48.060026883839,0.605296
48.065216379591,0.600485
48.103177824428,0.628447
48.125924883043,0.641194
48.129083745216,0.614353
48.149407889535,0.624677
48.158692102827,0.623961
48.194341897374,0.649611
48.236736890859,0.682006
48.241869467171,0.677138
48.312505594052,0.737775
48.332199917983,0.647469
48.336740050745,0.642009
48.337278183935,0.622547
48.376825212019,0.602094
48.402941681507,0.618211
48.404631825631,0.609901
48.407413367407,0.562682
48.416406460117,0.561675
48.428413902332,0.563683
48.470260337734,0.595529
48.479828735132,0.595098
48.504833773245,0.610103
48.584662146111,0.669931
48.597682644007,0.592952
48.607537481417,0.542806
48.617391142505,0.52266
48.628191612395,0.523461
48.647211443749,0.51248
48.707387252817,0.562656
48.743831114706,0.5491
48.749462516021,0.504731
48.754207484595,0.499476
48.758372953399,0.493642
48.809402190399,0.494671
48.819356530714,0.484625
48.831851230777,0.48712
48.833909016055,0.479178
48.909440722808,0.54471
48.922180050117,0.517449
48.923533817652,0.508803
48.981849732391,0.557119
49.017592889785,0.562862
49.069311126191,0.60458
49.074570389131,0.569839
49.08745967452,0.572729
49.090067487324,0.565336
49.117754978927,0.583024
49.137086296651,0.592355
49.144819315993,0.590088
49.14801234044,0.583281
49.207824210502,0.633093
49.209756049624,0.605025
49.216370302531,0.571639
49.222556282315,0.567825
49.240362090814,0.555631
49.246483595502,0.551753
49.257862032592,0.553131
49.276256647472,0.541526
49.281284554712,0.536554
49.308116312003,0.553385
49.317832839289,0.553102
49.337288685767,0.562558
49.339068537627,0.554338
49.447822338219,0.593091
49.499139711235,0.574409
49.515065418708,0.580334
49.535097864568,0.530367
49.547042622486,0.532312
49.548308347802,0.523577
49.572453953313,0.537723
49.578337454143,0.533606
49.63289149156,0.55816
49.634193379666,0.549462
49.64378634635,0.549055
49.665282252964,0.560551
49.67183814107,0.527107
49.713634913516,0.558904
49.720665691546,0.555935
49.759789890639,0.585059
49.768034911574,0.583304
49.858755792996,0.664025
49.876419154121,0.651688
49.879532587027,0.644802
49.880079867141,0.635349
49.881543636085,0.626813
49.946307365667,0.671576
49.951687148489,0.666956
49.953839931311,0.639109
50.048100545465,0.63337
50.05904312186,0.624312
50.086944542902,0.622214
50.092935870438,0.618205
50.09455416752,0.609823
50.113740384674,0.619009
50.117179143455,0.612448
50.149985422169,0.635254
50.219744920096,0.655014
50.222733252358,0.648002
50.223946565844,0.639216
50.260884017365,0.666153
