X,frankfurt_urban_n_vehicles.MA[1].idLayer/sequenceUpdateCa:vector
62.285398378927,1
62.785398378927,2
63.285398378927,3
63.785398378927,4
64.285398378927,5
64.785398378927,6
65.285398378927,7
65.785398378927,8
66.285398378927,9
66.785398378927,10
67.285398378927,11
67.785398378927,12
68.285398378927,13
68.785398378927,14
69.285398378927,15
69.785398378927,16
70.285398378927,17
70.785398378927,18
71.285398378927,19
71.785398378927,20
72.285398378927,21
72.785398378927,22
73.285398378927,23
73.785398378927,24
74.285398378927,25
74.785398378927,26
75.285398378927,27
75.785398378927,28
76.285398378927,29
76.785398378927,30
77.285398378927,31
77.785398378927,32
78.285398378927,33
78.785398378927,34
79.285398378927,35
79.785398378927,36
80.285398378927,37
80.785398378927,38
81.285398378927,39
81.785398378927,40
82.285398378927,41
82.785398378927,42
83.285398378927,43
83.785398378927,44
84.285398378927,45
84.785398378927,46
85.285398378927,47
85.785398378927,48
86.285398378927,49
86.785398378927,50
87.285398378927,51
87.785398378927,52
191.721147771067,53
298.361413316134,54
298.861413316134,55
342.361214549116,56
342.861214549116,57
343.361214549116,58
343.861214549116,59
344.361214549116,60
344.861214549116,61
345.361214549116,62
345.861214549116,63
346.361214549116,64
410.442895535964,65
