X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
204.172559694413,1
205.172559694413,2
207.172559694413,3
211.172559694413,4
219.172559694413,5
235.172559694413,6
267.172559694413,7
299.172559694413,8
304.498898631048,1
305.498898631048,2
307.498898631048,3
311.498898631048,4
319.498898631048,5
335.498898631048,6
343.682377637607,1
344.682377637607,2
346.682377637607,3
350.682377637607,4
358.682377637607,5
374.682377637607,6
403.726376283317,1
404.726376283317,2
406.726376283317,3
