X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
205.958090024057,1
206.958090024057,2
208.958090024057,3
212.958090024057,4
220.958090024057,5
236.958090024057,6
268.958090024057,7
300.958090024057,8
310.712009910506,1
311.712009910506,2
313.712009910506,3
317.712009910506,4
325.712009910506,5
341.712009910506,6
343.497649049978,1
344.497649049978,2
346.497649049978,3
350.497649049978,4
358.497649049978,5
374.497649049978,6
403.600225472265,1
404.600225472265,2
406.600225472265,3
410.600225472265,4
418.600225472265,5
434.600225472265,6
