X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.132363447932,1
204.132363447932,2
206.132363447932,3
210.132363447932,4
218.132363447932,5
234.132363447932,6
266.132363447932,7
298.132363447932,8
300.170453127959,1
301.170453127959,2
303.170453127959,3
307.170453127959,4
315.170453127959,5
331.170453127959,6
338.883655978979,1
339.883655978979,2
341.883655978979,3
345.883655978979,4
353.883655978979,5
369.883655978979,6
401.883655978979,7
406.774697067309,1
407.774697067309,2
433.883655978979,8
