X,frankfurt_urban_n_vehicles_multi_radio.MA[3].udpApp[0]/rcvdPkLifetime:vector
37.78192163705,0.470038
37.789109950767,0.467227
37.822566905039,0.490684
37.846365356861,0.454482
37.866832048443,0.454949
37.867839550456,0.445956
37.875973366993,0.44409
37.907741870051,0.465859
37.909703364371,0.45782
37.935718939558,0.473836
37.937826339848,0.465943
37.93996575454,0.428083
37.946388296884,0.424505
37.953527422763,0.421644
37.954739112397,0.412856
37.98817586353,0.436293
37.996471161856,0.424588
