X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.703597747719,1
195.703597747719,2
197.703597747719,3
201.703597747719,4
209.703597747719,5
225.703597747719,6
257.703597747719,7
289.703597747719,8
294.925889867874,1
295.925889867874,2
297.925889867874,3
301.925889867874,4
309.925889867874,5
325.925889867874,6
341.420926122907,1
342.420926122907,2
344.420926122907,3
348.420926122907,4
356.420926122907,5
372.420926122907,6
404.420926122907,7
404.996688815558,1
405.996688815558,2
407.996688815558,3
411.996688815558,4
419.996688815558,5
435.996688815558,6
