X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.447697112594,1
196.447697112594,2
198.447697112594,3
202.447697112594,4
210.447697112594,5
226.447697112594,6
258.447697112594,7
290.447697112594,8
294.433270497402,1
295.433270497402,2
297.433270497402,3
301.433270497402,4
309.433270497402,5
325.433270497402,6
336.771729223087,1
337.771729223087,2
339.771729223087,3
343.771729223087,4
351.771729223087,5
367.771729223087,6
399.771729223087,7
407.976210417382,1
408.976210417382,2
410.976210417382,3
414.976210417382,4
422.976210417382,5
