X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
206.525457757375,1
207.525457757375,2
209.525457757375,3
213.525457757375,4
221.525457757375,5
237.525457757375,6
269.525457757375,7
301.525457757375,8
304.180454383673,1
305.180454383673,2
307.180454383673,3
311.180454383673,4
319.180454383673,5
335.180454383673,6
340.230547365022,1
341.230547365022,2
343.230547365022,3
347.230547365022,4
355.230547365022,5
371.230547365022,6
403.230547365022,7
403.906766053741,1
404.906766053741,2
406.906766053741,3
410.906766053741,4
418.906766053741,5
434.906766053741,6
