X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.849249697709,1
194.849249697709,2
196.849249697709,3
200.849249697709,4
208.849249697709,5
224.849249697709,6
256.849249697709,7
288.849249697709,8
293.169233084999,1
294.169233084999,2
296.169233084999,3
300.169233084999,4
308.169233084999,5
324.169233084999,6
335.593200597246,1
336.593200597246,2
338.593200597246,3
342.593200597246,4
350.593200597246,5
366.593200597246,6
373.934217140971,1
374.934217140971,2
398.593200597246,7
406.61546117957,3
