X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
207.040574686283,1
208.040574686283,2
210.040574686283,3
214.040574686283,4
222.040574686283,5
238.040574686283,6
270.040574686283,7
294.730013574281,1
295.730013574281,2
297.730013574281,3
301.730013574281,4
309.730013574281,5
325.730013574281,6
346.616374955029,1
347.616374955029,2
349.616374955029,3
353.616374955029,4
361.616374955029,5
377.616374955029,6
407.012599885006,1
408.012599885006,2
410.012599885006,3
414.012599885006,4
422.012599885006,5
438.012599885006,6
