X,frankfurt_urban_n_vehicles.MA[1].tcpApp[0]/endToEndDelay:vector
33.162354263782,0.348126
33.316287915337,0.143934
33.467609816991,0.141322
33.618570397477,0.140961
33.770389864402,0.141819
33.932308403375,0.151919
34.082316888298,0.140008
34.238146048463,0.145829
34.390704117122,0.142558
34.548621266417,0.147917
34.699989482753,0.141368
34.859648124656,0.149659
35.016568928674,0.146921
35.169260044632,0.142691
35.341682220754,0.162422
35.49489373101,0.143212
35.657138879977,0.152245
35.814641191479,0.147502
36.003588532638,0.178947
36.262451722955,0.248863
36.558106993682,0.285655
36.77888153076,0.210775
36.974200917805,0.185319
37.245495198621,0.261294
37.501964866712,0.24647
37.756690088526,0.244725
38.001704560215,0.235014
38.201665385087,0.189961
38.448070643033,0.236405
38.739776378925,0.281706
38.951296051995,0.20152
40.292447303618,1.33115
41.832045008198,1.5296
42.130522999324,0.288478
42.338757529569,0.198235
42.522121521975,0.173364
42.723160623974,0.191039
42.887261726703,0.154101
44.183636091056,1.28637
44.659943471281,0.466307
45.064414553502,0.394471
45.315592045703,0.241177
45.513919263186,0.188327
45.710891807434,0.186973
45.911851571735,0.19096
46.090678115094,0.168827
46.256853121871,0.156175
46.501695377025,0.234842
46.733993430611,0.222298
47.042972618075,0.298979
47.321810107418,0.268837
47.59610803466,0.264298
47.969019513041,0.362911
48.360166004055,0.381146
48.664890984512,0.294725
48.924777908149,0.249887
49.107478680455,0.172701
49.293365415835,0.175887
53.168650988292,3.86529
54.730197077107,1.55155
57.138012599825,2.39782
60.778627221991,3.63061
62.737577169237,1.94895
66.354559802167,3.60698
67.904076876591,1.53952
70.530721075743,2.61664
73.09370685393,2.55299
77.594642642683,4.49094
80.173998459715,2.56936
82.816788903226,2.63279
83.312221614757,0.485433
89.188460036694,5.86624
92.891471026699,3.69301
93.269276704264,0.367806
94.836763554159,1.55749
97.427470104709,2.58071
101.052832428976,3.61536
101.364942247241,0.30211
101.610298397582,0.235356
101.806229680535,0.185931
102.049959047132,0.233729
102.422704877206,0.362746
102.73008943406,0.297385
102.956116984842,0.216028
103.213856946897,0.24774
104.468761307157,1.2449
104.777066088517,0.298305
105.012788267301,0.225722
105.185863195357,0.163075
105.343649246014,0.147786
105.514747055915,0.161098
105.679109677584,0.154363
105.832136353977,0.143027
105.988111183147,0.145975
106.137831805807,0.139721
106.293058542119,0.145227
106.445823584485,0.142765
106.597264635508,0.141441
106.749057546507,0.141793
106.9013161354,0.142259
107.061144655494,0.149829
107.217372028939,0.146227
107.367244994469,0.139873
107.518617871909,0.141373
107.670509566051,0.141892
107.823574449582,0.143065
107.97593028501,0.142356
108.125060818094,0.139131
108.274083260332,0.139022
108.423384625172,0.139301
108.575574407666,0.14219
108.724928137099,0.139354
108.87722605231,0.142298
109.026374076377,0.139148
109.177683922824,0.14131
109.328593659043,0.14091
109.479850984859,0.141257
109.629678676989,0.139828
109.780275726201,0.140597
109.932372384308,0.142097
110.082519635525,0.140147
110.232509033571,0.139989
110.384188590436,0.14168
110.533468419429,0.13928
110.683235618682,0.139767
110.833272763601,0.140037
110.983247083628,0.139974
111.132514124146,0.139267
111.281476175176,0.138962
111.430578093295,0.139102
111.57960254935,0.139024
111.728851379041,0.139249
111.879278381214,0.140427
112.028889128999,0.139611
112.178628804144,0.13974
112.328166480919,0.139538
112.478810062089,0.140644
112.627956602971,0.139147
112.777866655123,0.13991
112.927148126955,0.139281
113.076921235655,0.139773
113.226421155905,0.1395
113.375612523622,0.139191
113.525709536422,0.140097
113.675204911478,0.139495
113.824414183839,0.139209
113.97357048949,0.139156
114.123576697954,0.140006
114.274638685137,0.141062
114.423991831135,0.139353
114.574298024649,0.140306
114.725333914689,0.141036
114.875436773798,0.140103
115.024721083142,0.139284
115.174865626108,0.140145
115.32563320714,0.140768
115.476029765778,0.140397
115.626017677371,0.139988
115.774904301191,0.138887
115.924590820367,0.139687
116.075131197076,0.14054
116.225326000989,0.140195
116.374552776938,0.139227
116.525087240012,0.140534
116.674585291566,0.139498
116.823757994932,0.139173
116.973438637107,0.139681
117.122467293068,0.139029
117.271497324707,0.13903
117.421185252393,0.139688
117.570267840537,0.139083
117.720344532238,0.140077
117.869571081112,0.139227
118.018752606058,0.139182
118.167826116038,0.139074
118.317414888009,0.139589
118.467707359727,0.140292
118.616889892109,0.139183
118.765990327704,0.1391
118.915603890644,0.139614
119.064668293246,0.139064
119.2137866764,0.139118
119.364422048294,0.140635
119.51402993502,0.139608
119.663680361213,0.13965
119.812918108461,0.139238
119.964278425765,0.14136
120.113416785539,0.139138
120.262670863083,0.139254
120.412304377233,0.139634
120.562018881865,0.139715
120.712303141797,0.140284
120.861325980965,0.139023
121.01031822339,0.138992
121.159904683304,0.139586
121.309211910516,0.139307
121.459591351869,0.140379
121.608745563822,0.139154
121.757979464004,0.139234
121.907340656135,0.139361
122.056353146243,0.139012
122.206004521882,0.139651
122.355113683183,0.139109
122.504348833605,0.139235
122.654498557473,0.14015
122.804385577136,0.139887
122.95395280521,0.139567
123.103097895938,0.139145
123.252224986594,0.139127
123.401330813607,0.139106
123.550268905847,0.138938
123.699991614219,0.139723
123.848983710528,0.138992
124.000100245027,0.141117
124.149364223491,0.139264
124.299015519974,0.139651
124.448576820715,0.139561
124.597595934644,0.139019
124.747795068921,0.140199
124.896995500721,0.1392
125.046086626858,0.139091
125.195114752436,0.139028
125.344313878098,0.139199
125.493576002862,0.139262
125.642534381484,0.138958
125.791791573764,0.139257
125.942655072062,0.140863
126.092916745959,0.140262
126.242138987195,0.139222
126.391715197499,0.139576
126.541646532003,0.139931
126.691025621635,0.139379
126.840319640407,0.139294
126.989572715277,0.139253
127.138663784687,0.139091
127.287763848127,0.1391
127.437025907051,0.139262
127.587339084469,0.140313
127.736529132717,0.13919
127.885925974471,0.139397
128.035471350267,0.139545
128.184610368257,0.139139
128.334192470613,0.139582
128.48331949249,0.139127
128.632441235689,0.139122
128.783258364552,0.140817
128.932723687447,0.139465
129.082350114804,0.139626
129.232094904244,0.139745
129.381703167006,0.139608
129.53349889612,0.141796
129.683450838366,0.139952
129.832974245499,0.139523
129.982146230045,0.139172
130.133272835741,0.141127
130.283132644086,0.13986
130.432944029569,0.139811
130.582637017661,0.139693
130.733258138921,0.140621
130.883716489967,0.140458
131.033837938129,0.140121
131.183487144917,0.139649
131.333245190796,0.139758
131.482780272348,0.139535
131.63190728981,0.139127
131.780953284215,0.139046
131.9322087935,0.141256
132.081563746976,0.139355
132.230852749462,0.139289
132.382395627224,0.141543
132.532668861613,0.140273
132.682492716395,0.139824
132.833080789193,0.140588
132.982220225208,0.139139
133.131611074482,0.139391
133.280734463297,0.139123
133.433013435182,0.142279
133.582097091146,0.139084
133.731775788579,0.139679
133.881996436797,0.140221
134.031839060285,0.139843
134.181993850617,0.140155
134.332530906125,0.140537
134.481585445897,0.139055
134.632740498778,0.141155
134.783654585362,0.140914
134.934766520956,0.141112
135.085233177672,0.140467
135.235082639837,0.139849
135.384753045627,0.13967
135.534797963509,0.140045
135.685390583469,0.140593
135.835420323894,0.14003
135.985358941439,0.139939
136.1351321094,0.139773
136.285367154849,0.140235
136.437198828813,0.141832
136.586913930899,0.139715
136.736997141767,0.140083
136.887012864592,0.140016
137.036415251962,0.139402
137.186711857191,0.140297
137.337687918099,0.140976
137.488138610882,0.140451
137.637476753597,0.139338
137.786424167851,0.138947
137.936452204222,0.140028
138.086711309867,0.140259
138.236087813702,0.139377
138.385829914437,0.139742
138.53662862804,0.140799
138.68724144449,0.140613
138.836376444901,0.139135
138.986076305006,0.1397
139.135356558005,0.13928
139.286042104227,0.140686
139.43603935005,0.139997
139.585165320093,0.139126
139.735860290681,0.140695
139.884806254639,0.138946
140.034088736744,0.139282
140.183140683219,0.139052
140.332366753116,0.139226
140.481692237981,0.139325
140.631216092027,0.139524
140.781400004935,0.140184
140.93126826347,0.139868
141.081138619658,0.13987
141.231383425861,0.140245
141.381631175941,0.140248
141.531909779898,0.140279
141.681969611512,0.14006
141.832412547554,0.140443
141.982483106827,0.140071
142.132956598558,0.140473
142.28266802176,0.139711
142.431774069681,0.139106
142.582983294267,0.141209
142.733922113426,0.140939
142.885224166421,0.141302
143.035813534263,0.140589
143.184989795339,0.139176
143.334931954263,0.139942
143.485762523704,0.140831
143.63669695033,0.140934
143.787412752883,0.140716
143.937571973624,0.140159
144.086656197173,0.139084
144.237743064623,0.141087
144.38841255371,0.140669
144.537940308988,0.139528
144.688607096602,0.140667
144.839719804161,0.141113
144.991219894514,0.1415
145.141383858967,0.140164
145.29083969387,0.139456
145.44081192884,0.139972
145.593070210334,0.142258
145.743267343526,0.140197
145.894106536321,0.140839
146.045008085273,0.140902
146.198319896354,0.143312
146.349839366214,0.141519
146.499785476982,0.139946
146.649629850562,0.139844
146.800147808897,0.140518
146.949720038801,0.139572
147.10028264756,0.140563
147.249322769394,0.13904
147.400444445171,0.141122
147.552044296742,0.1416
147.701658937763,0.139615
147.852399908098,0.140741
148.003967860273,0.141568
148.155218195666,0.14125
148.305419012799,0.140201
148.455306036057,0.139887
148.606220308743,0.140914
148.7574335849,0.141213
148.90670442204,0.139271
149.056856984872,0.140153
149.207487901278,0.140631
149.368595286499,0.151107
149.524044853331,0.14545
149.674492344019,0.140447
149.829851675004,0.145359
149.98009057058,0.140239
150.129795860616,0.139705
150.279258200195,0.139462
150.429234741947,0.139977
150.578362531613,0.139128
150.728004999186,0.139642
150.877222282856,0.139217
151.02626883477,0.139047
151.175432192401,0.139163
151.324751021864,0.139319
151.47505175352,0.140301
151.627488585087,0.142437
151.777738807134,0.14025
151.92870530027,0.140966
152.079600219507,0.140895
152.228787769668,0.139188
152.378442700263,0.139655
152.530961998569,0.142519
152.68010886996,0.139147
152.829074652626,0.138966
152.978373478376,0.139299
153.127420340695,0.139047
153.278376864004,0.140957
153.428210134717,0.139833
153.578112111025,0.139902
153.73966228821,0.15155
153.898042389883,0.14838
154.048640361137,0.140598
154.199081630465,0.140441
154.348380823916,0.139299
154.509882017556,0.151501
154.65976129737,0.139879
154.809851763802,0.14009
154.96077401402,0.140922
155.11092431799,0.14015
155.266153166179,0.145229
155.416410418395,0.140257
155.565732825873,0.139322
155.721825150849,0.146092
155.877572599319,0.145747
156.027086696318,0.139514
156.176094927404,0.139008
156.325304707645,0.13921
156.478131109815,0.142826
156.62940817679,0.141277
156.77966850379,0.14026
156.930543440508,0.140875
157.081924725592,0.141381
157.24355692176,0.151632
157.393260330743,0.139703
157.57237904447,0.169119
157.723450812908,0.141072
157.87504776242,0.141597
158.027350452248,0.142303
158.177295582962,0.139945
158.330951996349,0.143656
158.48010243776,0.13915
158.629661814402,0.139559
158.778782358891,0.139121
158.929225070995,0.140443
159.079179905503,0.139955
159.231227419604,0.142048
159.382141864932,0.140914
159.535604661518,0.143463
159.687229527052,0.141625
159.837513285095,0.140284
159.988438379739,0.140925
160.13815665286,0.139718
160.288726821275,0.14057
160.438522658549,0.139796
160.58931888879,0.140796
160.740216058204,0.140897
160.891675148137,0.141459
161.049334029255,0.147659
161.200944401888,0.14161
161.35195836826,0.141014
161.509399501664,0.147441
161.661487367636,0.142088
161.823153968231,0.151667
161.973306652992,0.140153
162.124390013321,0.141083
162.274529970822,0.14014
162.424940659071,0.140411
162.588796761227,0.153856
162.739087290111,0.140291
162.902828695552,0.153741
163.052692665508,0.139864
163.20195869768,0.139266
163.355556717146,0.143598
163.515535489748,0.149979
163.683422253693,0.157887
163.834516395128,0.141094
164.010563419175,0.166047
164.163178134372,0.142615
164.318804151776,0.145626
164.475277607238,0.146473
164.62703356122,0.141756
164.776156116863,0.139123
164.926847718812,0.140692
165.076386234628,0.139539
165.233316987781,0.146931
165.395749970672,0.152433
165.551830590477,0.146081
165.715016364997,0.153186
165.868071908623,0.143056
166.017719857233,0.139648
166.169808446611,0.142089
166.349681384925,0.169873
166.50482680465,0.145145
166.666175438774,0.151349
166.834651806415,0.158476
166.992518768773,0.147867
167.147922992942,0.145404
167.303175727028,0.145253
167.457105560939,0.14393
167.627180770388,0.160075
167.800556099809,0.163375
167.959798527138,0.149242
168.113378913939,0.14358
168.270414894174,0.147036
168.425540388411,0.145125
168.580239827012,0.144699
168.834091914089,0.243852
169.05263218405,0.20854
169.234334113438,0.171702
169.406295730589,0.161962
169.573748311129,0.157453
169.771623686845,0.187875
170.004297072755,0.222673
170.177254422137,0.162957
170.37341578787,0.186161
170.532950700054,0.149535
170.695343479054,0.152393
170.865883608545,0.16054
172.047917588093,1.17203
172.355000678684,0.297083
173.609296364331,1.2443
173.979783932162,0.360488
174.201011369677,0.211227
174.381418804907,0.170407
174.568349615361,0.176931
174.728957241811,0.150608
174.901229640712,0.162272
175.069489605871,0.15826
175.227576831329,0.148087
175.383073976992,0.145497
175.534928114134,0.141854
175.710566841046,0.165639
175.932577995412,0.212011
176.095910897976,0.153333
176.275462434999,0.169552
176.42938738771,0.143925
176.592120307005,0.152733
176.826071366913,0.223951
177.087614809741,0.251543
177.261732162286,0.164117
177.506365109913,0.234633
177.756729304252,0.240364
177.927772809371,0.161044
178.093605856617,0.155833
178.262036198969,0.15843
178.447271548101,0.175235
178.613733267492,0.156462
178.775215631258,0.151482
178.930738041922,0.145522
179.08695824623,0.14622
179.264584842141,0.167627
179.424998800239,0.150414
179.616022920241,0.181024
179.919685603824,0.293663
180.167692921105,0.238007
180.364042453026,0.18635
180.545903011587,0.171861
180.74562185246,0.189719
180.928862759057,0.173241
181.088354220146,0.149491
181.255680322597,0.157326
181.460821027306,0.195141
181.783755251405,0.312934
182.093791652815,0.300036
183.660214493222,1.55642
185.143552716161,1.47334
187.806116113956,2.65256
203.235628703627,15.4195
203.456675021233,0.211046
203.612825172623,0.14615
203.767196115547,0.144371
203.919758464669,0.142562
204.071021062628,0.141263
204.222311936175,0.141291
204.371934658553,0.139623
204.521566380931,0.139632
204.672646766857,0.14108
204.823124730459,0.140478
204.972765306811,0.139641
205.121840212035,0.139075
205.271155117259,0.139315
205.420370508875,0.139215
205.569370355677,0.139
205.718918325437,0.139548
205.868568047815,0.13965
206.017801894617,0.139234
206.167134741419,0.139333
206.316341588221,0.139207
206.465558737099,0.139217
206.615031806299,0.139473
206.764103653101,0.139072
206.913238499896,0.139135
207.06330134669,0.140063
207.212517193484,0.139216
207.362049915852,0.139533
207.511411064716,0.139361
207.660474981806,0.139064
207.8096368286,0.139162
207.958933675394,0.139297
208.108023522188,0.13909
208.257275368982,0.139252
208.406473215776,0.139198
208.55564406257,0.139171
208.705212784938,0.139569
208.854482631732,0.13927
209.003463601468,0.138981
209.155067791433,0.141604
209.304238638227,0.139171
209.453346485021,0.139108
209.602598331815,0.139252
209.751847540665,0.139249
209.902391387459,0.140544
210.05218381976,0.139792
210.201291666539,0.139108
210.3507613888,0.13947
210.499798305392,0.139037
210.651751725313,0.141953
210.806159664557,0.144408
210.957867212591,0.141708
211.106912051017,0.139045
211.256759509976,0.139847
211.405920733326,0.139161
211.555752663764,0.139832
211.707858217518,0.142106
211.857048281831,0.13919
212.006788329428,0.13974
212.157841473227,0.141053
212.30734090564,0.139499
212.456866554839,0.139526
212.608004933742,0.141138
212.758472556668,0.140468
212.90752630186,0.139054
213.058885639279,0.141359
213.208210573097,0.139325
213.358367146262,0.140157
213.508203714077,0.139837
213.65735757147,0.139154
213.808773097942,0.141416
213.95822728749,0.139454
214.109722664656,0.141495
214.259273536202,0.139551
214.408417128993,0.139144
214.558818789186,0.140402
214.708033868242,0.139215
214.860107658587,0.142074
215.009859524988,0.139752
215.158958016127,0.139098
215.310336355805,0.141378
215.460023516495,0.139687
215.60914892961,0.139125
215.760113476124,0.140965
215.910883512965,0.14077
216.061725126167,0.140842
216.211069534176,0.139344
216.360230823692,0.139161
216.509986862968,0.139756
216.659330629741,0.139344
216.810171714165,0.140841
216.959522301981,0.139351
217.110457112232,0.140935
217.260170447352,0.139713
217.409565396081,0.139395
217.560433202535,0.140868
217.710265909037,0.139833
217.859657861584,0.139392
218.009671391902,0.140014
218.159688913725,0.140018
218.31084990091,0.141161
218.461331697998,0.140482
218.610513987087,0.139182
218.759530802386,0.139017
218.910931483145,0.141401
219.060092274139,0.139161
219.20972065318,0.139628
219.358953407051,0.139233
219.508378687075,0.139425
219.657706695531,0.139328
219.806615244979,0.138909
219.957701744151,0.141086
220.107274673196,0.139573
220.256726665704,0.139452
220.406431032236,0.139704
220.555672626359,0.139242
220.704749177137,0.139077
220.854834474778,0.140085
221.004660020243,0.139826
221.155278348323,0.140618
221.304356638353,0.139078
221.454639895466,0.140283
221.603773784396,0.139134
221.753943713629,0.14017
221.905610707814,0.141667
222.055267110846,0.139656
222.206083147637,0.140816
222.358601027593,0.142518
222.507538373338,0.138937
222.65725817458,0.13972
222.808109817253,0.140852
222.957360832298,0.139251
223.106593890868,0.139233
223.256886574322,0.140293
223.406164705108,0.139278
223.556414415846,0.14025
223.705766219664,0.139352
223.855440811026,0.139675
224.005505296977,0.140064
224.155265618331,0.13976
224.305671500336,0.140406
224.456109164091,0.140438
224.60616538342,0.140056
224.755715370041,0.13955
224.905837414809,0.140122
225.055634322628,0.139797
225.205485161311,0.139851
225.355262747845,0.139778
225.505738154952,0.140475
225.654854936939,0.139117
225.805048103025,0.140193
225.955857088523,0.140809
226.104995598571,0.139139
226.255530160738,0.140535
226.40516149582,0.139631
226.55666908021,0.141508
226.707042227674,0.140373
226.856722489356,0.13968
227.006834777901,0.140112
227.156033068577,0.139198
227.305393461261,0.13936
227.45474686558,0.139353
227.605437353117,0.14069
227.754509852942,0.139072
227.903753411616,0.139244
228.05306000425,0.139307
228.203376035814,0.140316
228.352373170847,0.138997
228.502279457629,0.139906
228.653183733953,0.140904
228.80324255682,0.140059
228.952989410433,0.139747
229.102226713781,0.139237
229.252745452609,0.140519
229.401816121742,0.139071
229.552432503639,0.140616
229.70165857817,0.139226
229.850937240848,0.139279
230.002030401445,0.141093
230.151540178862,0.13951
230.300604425695,0.139064
230.449670891785,0.139066
230.599884683997,0.140214
230.750128287065,0.140244
230.899963343974,0.139835
231.051192992577,0.14123
231.200149491229,0.138956
231.350214989645,0.140065
231.500342863964,0.140128
231.650301674233,0.139959
231.800058285537,0.139757
231.950683194801,0.140625
232.102029919552,0.141347
232.252397466807,0.140368
232.403248538525,0.140851
232.554367518905,0.141119
232.704210390833,0.139843
232.853690664428,0.13948
233.003279534847,0.139589
233.155640654982,0.142361
233.30820382607,0.142563
233.459699166051,0.141495
233.610444457761,0.140745
233.761106498242,0.140662
233.910232605235,0.139126
234.060157753378,0.139925
234.216206374116,0.146049
234.365532842172,0.139326
234.515212917668,0.13968
234.664650487596,0.139438
234.813921680643,0.139271
234.964127395778,0.140206
235.113563205077,0.139436
235.263495545107,0.139932
235.41397876373,0.140483
235.563008653149,0.13903
235.713368872169,0.14036
235.865685543178,0.142317
236.015029409565,0.139344
236.170883559279,0.145854
236.320443308639,0.13956
236.469589259697,0.139146
236.618898554421,0.139309
236.769119754918,0.140221
236.920291988664,0.141172
237.071316861585,0.141025
237.225738038435,0.144421
237.37597357726,0.140236
237.525179234294,0.139206
237.676648869349,0.14147
237.825868548835,0.13922
237.97493456304,0.139066
238.126147471478,0.141213
238.275756126093,0.139609
238.432670199564,0.146914
238.583394238157,0.140724
238.733963067444,0.140569
238.885437746746,0.141475
239.037183379122,0.141746
239.187698000418,0.140515
239.337889800112,0.140192
239.492101572767,0.144212
239.643252793521,0.141151
239.796542737258,0.14329
239.947673084259,0.14113
240.101828900294,0.144156
240.252043357369,0.140214
240.402067283199,0.140024
240.557665461106,0.145598
240.709598157742,0.141933
240.862702252013,0.143104
241.017471210613,0.144769
241.168399058418,0.140928
241.320722154169,0.142323
241.472987805298,0.142266
241.628822841666,0.145835
241.783680379203,0.144858
241.943450145831,0.14977
242.097619030075,0.144169
242.251439317554,0.14382
242.407143070112,0.145704
242.559512265768,0.142369
242.713544257605,0.144032
242.864551786669,0.141008
243.018439827306,0.143888
