X,frankfurt_urban_n_vehicles.MA[1].tcp/rcvd seq
32.814227797352,8.19498e+06
32.885455312556,8.19499e+06
32.954438601085,8.19499e+06
32.955422850407,8.19499e+06
33.0234219046,8.19499e+06
33.026439153922,8.19499e+06
33.028172403244,8.19499e+06
33.029834652566,8.19499e+06
33.092405215552,8.19499e+06
33.093285479748,8.19499e+06
33.095539500505,8.19499e+06
33.097344714196,8.19499e+06
33.099060963518,8.19499e+06
33.100093235008,8.19499e+06
33.101368499204,8.19499e+06
33.101920777988,8.19499e+06
33.161304984998,8.19499e+06
33.162354263782,8.19499e+06
33.241716396297,8.19509e+06
33.242617675081,8.19509e+06
33.243811953865,8.19509e+06
33.245603540189,8.19509e+06
33.246610833351,8.19509e+06
33.247280126513,8.19509e+06
33.247913419675,8.19509e+06
33.248384712837,8.19509e+06
33.250670626569,8.19509e+06
33.251087919731,8.19509e+06
33.251658212893,8.19509e+06
33.253061506055,8.19509e+06
33.253631799217,8.19509e+06
33.254738092379,8.19509e+06
33.314006300829,8.19509e+06
33.315229608083,8.19509e+06
33.316287915337,8.19509e+06
33.394962069133,8.19519e+06
33.396036376387,8.19519e+06
33.397617990895,8.19519e+06
33.398089298149,8.19519e+06
33.399663605403,8.19519e+06
33.400197919619,8.19519e+06
33.400768240797,8.19519e+06
33.404871931382,8.19519e+06
33.406255238636,8.19519e+06
33.40766454589,8.19519e+06
33.409445867068,8.19519e+06
33.409962188246,8.19519e+06
33.411036467652,8.19519e+06
33.411758774906,8.19519e+06
33.463945430105,8.19519e+06
33.466542495813,8.19519e+06
33.467609816991,8.19519e+06
33.478347937955,8.19529e+06
33.547520312708,8.19529e+06
33.549002633886,8.19529e+06
33.551074955064,8.19529e+06
33.552161276242,8.19529e+06
33.552677611058,8.19529e+06
33.553346945874,8.19529e+06
33.55397128069,8.19529e+06
33.56252849353,8.19529e+06
33.565594814708,8.19529e+06
33.566478135886,8.19529e+06
33.567200457064,8.19529e+06
33.57026079188,8.19529e+06
33.573537126696,8.19529e+06
33.577987461512,8.19529e+06
33.616503700993,8.19529e+06
33.618069049235,8.19529e+06
33.618570397477,8.19529e+06
33.697244592261,8.19539e+06
33.698156940503,8.19539e+06
33.698619288745,8.19539e+06
33.700260643582,8.19539e+06
33.702109005014,8.19539e+06
33.702580366446,8.19539e+06
33.703042727878,8.19539e+06
33.70476503655,8.19539e+06
33.706104384792,8.19539e+06
33.706726733034,8.19539e+06
33.707368081276,8.19539e+06
33.707892429518,8.19539e+06
33.70857877776,8.19539e+06
33.709310126002,8.19539e+06
33.766727993854,8.19539e+06
33.76927750297,8.19539e+06
33.770389864402,8.19539e+06
33.851201078833,8.19549e+06
33.852006453179,8.19549e+06
33.860374950563,8.19549e+06
33.861544324909,8.19549e+06
33.862096699255,8.19549e+06
33.862712073601,8.19549e+06
33.863129447947,8.19549e+06
33.863627822293,8.19549e+06
33.867593196639,8.19549e+06
33.868911570985,8.19549e+06
33.869999945331,8.19549e+06
33.871655319677,8.19549e+06
33.872324694023,8.19549e+06
33.873548068369,8.19549e+06
33.926393629315,8.19549e+06
33.931852016345,8.19549e+06
33.932308403375,8.19549e+06
34.010982643162,8.19559e+06
34.012366030192,8.19559e+06
34.016860429652,8.19559e+06
34.017304829112,8.19559e+06
34.017974228572,8.19559e+06
34.018499628032,8.19559e+06
34.024007352372,8.19559e+06
34.026870739402,8.19559e+06
34.027620126432,8.19559e+06
34.030645922156,8.19559e+06
34.031153321616,8.19559e+06
34.031766696216,8.19559e+06
34.032282083246,8.19559e+06
34.032897482706,8.19559e+06
34.081497089378,8.19559e+06
34.081905488838,8.19559e+06
34.082316888298,8.19559e+06
34.161007614675,8.19569e+06
34.162823539867,8.19569e+06
34.164702363215,8.19569e+06
34.166060774889,8.19569e+06
34.168897009911,8.19569e+06
34.169341421585,8.19569e+06
34.170753833259,8.19569e+06
34.173287244933,8.19569e+06
34.175694656607,8.19569e+06
34.176211068281,8.19569e+06
34.176853479955,8.19569e+06
34.177432891629,8.19569e+06
34.178030303303,8.19569e+06
34.178645714977,8.19569e+06
34.235309651008,8.19569e+06
34.237671624759,8.19569e+06
34.238146048463,8.19569e+06
34.316820324578,8.19579e+06
34.318712748282,8.19579e+06
34.321958183724,8.19579e+06
34.322357619166,8.19579e+06
34.326532291511,8.19579e+06
34.327039726953,8.19579e+06
34.327628162395,8.19579e+06
34.328611562623,8.19579e+06
34.329154998065,8.19579e+06
34.332121410031,8.19579e+06
34.333452845473,8.19579e+06
34.333915280915,8.19579e+06
34.334476716357,8.19579e+06
34.334969104847,8.19579e+06
34.385803806776,8.19579e+06
34.39002268168,8.19579e+06
34.390704117122,8.19579e+06
34.469378410622,8.19589e+06
34.47106085758,8.19589e+06
34.473902751496,8.19589e+06
34.474293198454,8.19589e+06
34.474737645412,8.19589e+06
34.476654214676,8.19589e+06
34.47867409237,8.19589e+06
34.480023539328,8.19589e+06
34.480476986286,8.19589e+06
34.481123433244,8.19589e+06
34.482623880202,8.19589e+06
34.484335000146,8.19589e+06
34.486762774118,8.19589e+06
34.493608221076,8.19589e+06
34.538398137215,8.19589e+06
34.539960808149,8.19589e+06
34.548621266417,8.19589e+06
34.628941576765,8.19599e+06
34.630552046109,8.19599e+06
34.632244493301,8.19599e+06
34.632886962645,8.19599e+06
34.635276431989,8.19599e+06
34.636508901333,8.19599e+06
34.636917370677,8.19599e+06
34.638131840021,8.19599e+06
34.639175309365,8.19599e+06
34.639709778709,8.19599e+06
34.641073248053,8.19599e+06
34.643594617713,8.19599e+06
34.644255087057,8.19599e+06
34.649703137549,8.19599e+06
34.697925092865,8.19599e+06
34.699452013409,8.19599e+06
34.699989482753,8.19599e+06
34.779370809437,8.19609e+06
34.779987289579,8.19609e+06
34.782754210147,8.19609e+06
34.785344170431,8.19609e+06
34.792679130715,8.19609e+06
34.793168610857,8.19609e+06
34.793703090999,8.19609e+06
34.794683571141,8.19609e+06
34.795308051283,8.19609e+06
34.796369531425,8.19609e+06
34.797539011567,8.19609e+06
34.797992491709,8.19609e+06
34.800516977132,8.19609e+06
34.801123467836,8.19609e+06
34.849078821758,8.19609e+06
34.859101633952,8.19609e+06
34.859648124656,8.19609e+06
34.938857467079,8.19619e+06
34.941005957783,8.19619e+06
34.941468458841,8.19619e+06
34.942488959899,8.19619e+06
34.943023460957,8.19619e+06
34.943503962015,8.19619e+06
34.944029411303,8.19619e+06
34.945904912361,8.19619e+06
34.949318914477,8.19619e+06
34.949718415535,8.19619e+06
34.955524056173,8.19619e+06
34.957008557231,8.19619e+06
34.959344058289,8.19619e+06
34.960013559347,8.19619e+06
35.013993964178,8.19619e+06
35.015285417494,8.19619e+06
35.016568928674,8.19619e+06
35.0963254822,8.19629e+06
35.09700299338,8.19629e+06
35.120122509499,8.19629e+06
35.121758020679,8.19629e+06
35.123143541737,8.19629e+06
35.131825062795,8.19629e+06
35.139103583853,8.19629e+06
35.139737104911,8.19629e+06
35.140406625969,8.19629e+06
35.140977147027,8.19629e+06
35.143839668085,8.19629e+06
35.145216189143,8.19629e+06
35.145750710201,8.19629e+06
35.150017231259,8.19629e+06
35.167229556255,8.19629e+06
35.168596523574,8.19629e+06
35.169260044632,8.19629e+06
35.17772846044,8.19639e+06
35.249825417086,8.19639e+06
35.255015947852,8.19639e+06
35.255514478618,8.19639e+06
35.256594009384,8.19639e+06
35.258069501318,8.19639e+06
35.259166022376,8.19639e+06
35.259817553142,8.19639e+06
35.260334083908,8.19639e+06
35.26870958555,8.19639e+06
35.270086116316,8.19639e+06
35.279592708614,8.19639e+06
35.28222523938,8.19639e+06
35.283277770146,8.19639e+06
35.284564300912,8.19639e+06
35.322887650352,8.19639e+06
35.340577698566,8.19639e+06
35.341225680532,8.19639e+06
35.341682220754,8.19639e+06
35.421778612116,8.19649e+06
35.422700161534,8.19649e+06
35.42386426037,8.19649e+06
35.425550809788,8.19649e+06
35.429277359206,8.19649e+06
35.432402853448,8.19649e+06
35.432829402866,8.19649e+06
35.433462952284,8.19649e+06
35.43499424219,8.19649e+06
35.436190791608,8.19649e+06
35.439629341026,8.19649e+06
35.445813862856,8.19649e+06
35.446276412274,8.19649e+06
35.449449961692,8.19649e+06
35.49076220829,8.19649e+06
35.493817181592,8.19649e+06
35.49489373101,8.19649e+06
35.573568135988,8.19659e+06
35.575537694424,8.19659e+06
35.581003998554,8.19659e+06
35.58148355699,8.19659e+06
35.582859115426,8.19659e+06
35.583706673862,8.19659e+06
35.585252232298,8.19659e+06
35.594261790734,8.19659e+06
35.598860907606,8.19659e+06
