X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
32.766956364294,1
46.544467360696,2
70.39690863124,3
91.084344142257,4
103.947200368896,5
105.242214792399,6
112.67572558671,7
140.693448226853,8
141.193448226853,9
141.864862905003,10
147.92737686805,11
178.682255165826,12
180.010525668177,13
197.085294733196,14
228.336470946712,15
229.717721204895,16
267.450025014612,17
269.096076562452,18
270.518110260916,19
301.478382521411,20
395.85270527097,21
397.55241002822,22
409.709195582416,23
416.942671586334,24
422.506689232858,25
