X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
34.577378019029,1
34.577866793107,2
34.579359567185,3
34.583199115341,4
34.588946985731,5
34.589989759809,6
34.590622533887,7
43.436925440617,8
43.438030068459,9
43.439053696301,10
43.440095324143,11
43.441235951985,12
43.442286579827,13
43.443382207669,14
43.445269835511,15
43.445838463353,16
43.447192719037,17
43.447797346879,18
43.448919974721,19
43.449659602563,20
43.451040858247,21
66.856629926521,22
92.375260118788,23
92.376432423172,24
92.377752994284,25
92.379830773498,26
92.380935331926,27
92.3822371591,28
92.384601080334,29
92.385695907508,30
92.386952734682,31
92.389406108782,32
92.390572935956,33
92.39194676313,34
92.393082860346,35
92.39433068752,36
101.216623937778,37
101.222674330864,38
101.22368972395,39
101.224439117036,40
101.225902903208,41
101.226990296294,42
101.22848268938,43
101.229097082466,44
101.231496868638,45
101.232521261724,46
101.23360865481,47
101.234160047896,48
101.283113083532,49
101.287266869704,50
102.502464004751,51
102.504190641343,52
102.527329964123,53
102.528340600715,54
102.541063475927,55
102.543268749111,56
102.543991385703,57
102.548523932071,58
102.556947205255,59
102.557426841847,60
102.557996478439,61
102.562129388215,62
102.568640476381,63
102.570663094175,64
263.579122876144,65
263.580465202012,66
263.581588050614,67
263.583104030718,68
263.586833898246,69
263.587321388298,70
263.58841687835,71
263.589503368402,72
263.591289348506,73
263.592330838558,74
263.594552818662,75
263.595675308714,76
263.596950798766,77
263.598082288818,78
267.503299200142,79
267.504981126677,80
267.505513805739,81
267.507057163863,82
267.508188842925,83
267.510403810612,84
267.512647489674,85
267.514905077236,86
267.517859096512,87
267.520418100962,88
267.521518774568,89
267.52283945363,90
267.523917132692,91
267.525012811754,92
268.574147855247,93
268.575320590781,94
268.576847326315,95
268.578067061849,96
268.580143268451,97
268.581163003985,98
268.582235324354,99
268.584754946121,100
268.587031417189,101
268.588086152723,102
268.588807888257,103
268.591660359325,104
268.592157094859,105
268.594722301461,106
268.643731667201,107
303.232078601873,108
303.233304562875,109
303.234390524065,110
303.238052859573,111
303.239768820575,112
303.241445742579,113
303.242585703769,114
303.243726172071,115
303.244835133073,116
303.245852125191,117
303.248675938083,118
303.250257899085,119
303.251370860275,120
303.252420821465,121
396.189076005111,122
396.193272518633,123
396.195956572721,124
396.197634086243,125
396.20322563078,126
396.205114152244,127
396.209309673708,128
396.2130532381,129
396.217751281028,130
396.218676802492,131
396.222285366884,132
396.222953888348,133
396.22605445274,134
397.619303332094,135
397.623271599722,136
397.626027233536,137
397.62908086735,138
397.631655134978,139
397.632161768792,140
397.633806402606,141
397.644112309242,142
397.64570257687,143
397.663964318656,144
413.018970115915,145
