X,frankfurt_urban_multi_radio.MA[0].tcp/rcvd seq
30.235845264142,7.5501e+06
30.307534760876,7.5501e+06
30.309277556664,7.5501e+06
30.380491506848,7.55064e+06
30.381069302636,7.55117e+06
30.452346266614,7.55171e+06
30.45338408999,7.55224e+06
30.453952913366,7.55278e+06
30.454891736742,7.55332e+06
30.523569258204,7.55385e+06
30.524670109216,7.55439e+06
30.526584960228,7.55492e+06
30.52755981124,7.55546e+06
30.528173662252,7.556e+06
30.528724513264,7.55653e+06
30.529221364276,7.55707e+06
30.530205215288,7.5576e+06
30.594954263612,7.55814e+06
30.595469114624,7.55868e+06
30.596064965636,7.55921e+06
30.59750166766,7.55975e+06
30.600116369684,7.56028e+06
30.602861127164,7.56082e+06
30.604530005904,7.56136e+06
30.605549884644,7.56189e+06
30.606587763384,7.56243e+06
30.607706642124,7.56296e+06
30.608293520864,7.5635e+06
30.609331399604,7.56404e+06
30.609801278344,7.56457e+06
30.611681914564,7.56511e+06
30.667287984908,7.56564e+06
30.667883863648,7.56618e+06
30.668858742388,7.56672e+06
30.670322499868,7.56725e+06
30.67204328156,7.56779e+06
30.6740481603,7.56832e+06
30.67581603904,7.56886e+06
30.67715991778,7.5694e+06
30.677820100852,7.56993e+06
30.681129994016,7.57047e+06
30.682239872756,7.571e+06
30.683867751496,7.57154e+06
30.684923630236,7.57208e+06
30.685510508976,7.57261e+06
30.739124910638,7.57315e+06
30.740806817086,7.57368e+06
30.742683629982,7.57422e+06
30.74414953643,7.57476e+06
30.745980442878,7.57529e+06
30.746531349326,7.57583e+06
30.748526162222,7.57636e+06
30.75021606867,7.5769e+06
30.751343975118,7.57744e+06
30.754188041006,7.57797e+06
30.755189947454,7.57851e+06
30.755785853902,7.57904e+06
30.756742555966,7.57958e+06
30.758868368862,7.58012e+06
30.810946985364,7.58065e+06
30.81258979826,7.58119e+06
30.817649704708,7.58172e+06
30.81876863892,7.58226e+06
30.819869573132,7.5828e+06
30.820483507344,7.58333e+06
30.821007441556,7.58387e+06
30.82282630998,7.5844e+06
30.823386244192,7.58494e+06
30.825465115732,7.58548e+06
30.826999928628,7.58601e+06
30.828501630692,7.58655e+06
30.830142564904,7.58708e+06
30.830612499116,7.58762e+06
30.882143073972,7.58816e+06
30.883965886868,7.58869e+06
30.889079793316,7.58923e+06
30.890171727528,7.58976e+06
30.892221530164,7.5903e+06
30.894950464376,7.59084e+06
30.895537398588,7.59137e+06
30.8960523328,7.59191e+06
30.897000267012,7.59244e+06
30.898065201224,7.59298e+06
30.898580135436,7.59352e+06
30.900197017801,7.59405e+06
30.903344905163,7.59459e+06
30.904310867257,7.59512e+06
30.954671176521,7.59566e+06
30.956881100709,7.5962e+06
30.960302895865,7.59673e+06
30.961493830077,7.59727e+06
30.963480632713,7.5978e+06
30.967298378523,7.59834e+06
30.968340369561,7.59888e+06
30.970237239795,7.59941e+06
30.970977201889,7.59995e+06
30.973167097465,7.60048e+06
30.975010059559,7.60102e+06
30.976147021653,7.60156e+06
30.976643983747,7.60209e+06
30.977140945841,7.60263e+06
31.025885307239,7.60316e+06
31.028454231427,7.6037e+06
31.032535221977,7.60424e+06
31.033546212527,7.60477e+06
31.034926203077,7.60531e+06
31.040710500279,7.60584e+06
31.042380332607,7.60638e+06
31.042931323157,7.60692e+06
31.043509313707,7.60745e+06
31.045227304257,7.60799e+06
