X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
32.752056612031,1
46.487165091318,2
68.775313795907,3
90.814070694481,4
100.109449937295,5
101.461473495447,6
112.797638712154,7
137.422679026025,8
138.853594017583,9
148.581360658565,10
176.235433441096,11
178.088209760478,12
204.862259103246,13
227.797607675408,14
229.126547965692,15
256.692609293012,16
267.671128121788,17
268.694785885028,18
301.783614446087,19
398.330057485138,20
400.013810144645,21
416.451011543611,22
