X,frankfurt_urban_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
31.359052156568,1.10546
32.291720913616,0.832669
33.245448770487,0.853728
34.266897358583,0.921449
293.448665581575,259.082
294.26230130996,0.713636
295.000144380821,0.637843
295.736799731528,0.636655
296.474261197761,0.637461
297.217275946446,0.643015
297.954377984114,0.637102
298.699506544375,0.645129
299.437825023677,0.638318
300.172882862769,0.635058
300.911786805268,0.638904
301.648935936122,0.637149
302.384735039307,0.635799
303.121348056857,0.636613
303.858266493655,0.636918
304.596190914371,0.637924
305.333906513987,0.637716
306.071104232151,0.637198
306.81164179349,0.640538
307.548486974422,0.636845
308.283255182182,0.634768
309.024176200037,0.640921
309.760853991715,0.636678
310.498734985478,0.637881
311.23739755624,0.638663
311.976398200234,0.639001
312.7153016281,0.638903
313.455147252919,0.639846
314.197361485448,0.642214
314.93892641568,0.641565
315.676709179402,0.637783
316.41512606842,0.638417
317.160774349162,0.645648
317.901152378852,0.640378
318.644803452424,0.643651
319.383918466588,0.639115
320.122590227912,0.638672
320.863998923984,0.641409
321.605435500666,0.641437
322.344046215463,0.638611
323.084652023199,0.640606
323.823003709751,0.638352
324.561280970702,0.638277
325.300933278901,0.639652
326.039515511579,0.638582
326.784387324829,0.644872
327.527920759184,0.643533
328.268638800813,0.640718
329.008121245091,0.639482
329.749883789071,0.641763
330.489810065831,0.639926
331.234762481788,0.644952
331.978846478816,0.644084
332.71853074569,0.639684
333.459243280455,0.640713
334.209785232224,0.650542
334.952312181974,0.642527
335.696719157582,0.644407
336.438006295004,0.641287
337.183423589787,0.645417
337.925126906338,0.641703
338.669458174347,0.644331
339.409711262124,0.640253
340.154743483454,0.645032
340.89943526829,0.644692
341.645006089201,0.645571
342.385541087201,0.640535
343.127695166316,0.642154
343.867411755896,0.639717
344.614615034369,0.647203
345.356144260811,0.641529
346.100418539288,0.644274
346.839303942454,0.638885
347.58116158928,0.641858
348.325485636775,0.644324
349.064096586635,0.638611
349.804487803831,0.640391
350.551433517085,0.646946
351.293753281063,0.64232
352.036316177271,0.642563
352.777011766851,0.640696
353.518128239279,0.641116
354.261244820349,0.643117
355.005057588167,0.643813
355.744161724529,0.639104
356.493560623656,0.649399
357.23580601525,0.642245
357.980407391484,0.644601
358.720961617926,0.640554
359.460176810379,0.639215
360.202216420849,0.64204
360.944525136405,0.642309
361.686859236449,0.642334
362.433535255659,0.646676
363.183542106039,0.650007
363.931901894785,0.64836
364.67140696937,0.639505
365.410920104313,0.639513
366.161170027299,0.65025
366.901270813969,0.640101
367.646762854107,0.645492
368.387420336071,0.640657
369.125076604663,0.637656
369.867487953475,0.642411
370.61349664312,0.646009
371.355832307028,0.642336
372.100577785054,0.644745
372.842666850164,0.642089
373.589873959032,0.647207
374.331807350626,0.641933
375.07130733394,0.6395
375.816799118846,0.645492
376.567326549395,0.650527
377.312564543287,0.645238
378.051260153825,0.638696
378.792576019594,0.641316
379.535554816406,0.642979
380.277557698356,0.642003
381.024756278125,0.647199
381.770588463645,0.645832
382.515655574249,0.645067
383.255071263517,0.639416
383.996766048179,0.641695
384.742961878539,0.646196
385.488243934962,0.645282
386.241895930361,0.653652
386.985220554622,0.643325
387.728663750653,0.643443
388.48347392033,0.65481
389.22773979193,0.644266
389.982959325939,0.65522
390.734640136482,0.651681
391.491496513703,0.656856
392.272215752512,0.680719
393.039280875736,0.667065
393.808190590758,0.66891
394.59019751675,0.682007
395.366786619372,0.676589
396.170422253012,0.703636
397.019593698742,0.749171
397.843376280139,0.723783
405.562717941478,7.61934
406.467908530945,0.805191
407.31775039187,0.749842
408.515457505431,1.09771
409.310773065809,0.695316
410.08946107775,0.678688
410.8618272294,0.672366
411.61471934898,0.652892
412.365545326627,0.650826
413.118887197821,0.653342
413.867053522114,0.648166
414.612101512612,0.645048
415.356899819306,0.644798
416.100992006932,0.644092
416.841290288602,0.640298
417.579233177615,0.637943
418.318944767716,0.639712
419.062330372196,0.643386
419.803654589774,0.641324
420.543271755406,0.639617
421.28068049389,0.637409
422.018029095221,0.637349
422.762194556649,0.644165
423.50248843477,0.640294
424.244532486,0.642044
424.982789833306,0.638257
425.721239659428,0.63845
426.458559745572,0.63732
427.196048038306,0.637488
427.9325428002,0.636495
428.674059785466,0.641517
429.411971627376,0.637912
430.147758080533,0.635786
