X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.159031265314,1
47.53703662208,2
68.772362527076,3
90.300564495688,4
104.545748876374,5
105.809021376667,6
111.538820063177,7
135.919677505676,8
137.769175282777,9
148.352839309278,10
184.953298068269,11
186.750780005411,12
202.029228471134,13
227.762500887618,14
229.185042972358,15
262.744270561953,16
269.05003125777,17
270.562422337364,18
303.008760080675,19
396.955984173557,20
398.73006302599,21
418.629311652487,22
