X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
32.816840734033,1
45.035295436023,2
45.036612238334,3
45.037820991243,4
45.039645155196,5
45.040933994326,6
45.042412446212,7
45.043520179691,8
45.045269940684,9
45.046971455347,10
45.048125876995,11
45.049310469304,12
45.050551720291,13
45.051868141939,14
45.053112563587,15
70.772080942391,16
70.773686720985,17
70.775083897265,18
70.776049073545,19
70.825561830521,20
70.828271741422,21
70.830256249214,22
70.831216436176,23
70.832545623138,24
70.833801954334,25
70.835668388372,26
70.836565575334,27
70.838124879737,28
70.840395066699,29
92.615846690263,30
92.618162015733,31
92.618801958251,32
92.619941900769,33
92.620990398757,34
92.622085341275,35
92.623990143501,36
92.62541194501,37
92.626497887528,38
92.628100978964,39
92.628740921482,40
92.683505208919,41
92.684596151437,42
92.685736093955,43
101.243901710434,44
101.248467125463,45
101.257871643671,46
101.261128117309,47
101.295208584676,48
101.296314058314,49
101.300440488614,50
101.307730473434,51
101.308290965844,52
101.311679740291,53
102.7974497457,54
102.802270510667,55
102.806711833759,56
111.524676218718,57
111.52690913637,58
111.529169804846,59
111.533701204674,60
111.534873777724,61
111.537111009031,62
111.538368079351,63
111.539481149671,64
111.540928994792,65
111.542568801188,66
111.543771871508,67
111.544402941828,68
111.546064430622,69
111.546678517788,70
150.030891645491,71
179.91806423658,72
179.922609665548,73
179.944734830327,74
181.951279842907,75
181.952407243531,76
181.953706018169,77
181.972592788969,78
181.973675189593,79
181.975699550094,80
181.980842351342,81
201.727012484254,82
201.72842548168,83
201.732774237672,84
201.733955647784,85
201.735922446502,86
201.738306096933,87
201.742499958695,88
201.743559351193,89
201.744672743691,90
201.745390136189,91
222.699500724573,92
222.700631466083,93
222.702785933309,94
222.703853674819,95
222.704367416329,96
222.705755899349,97
222.706814640859,98
222.707292382369,99
222.707995123879,100
222.709030660068,101
222.709596629864,102
222.711512854394,103
222.713393078924,104
222.714532820434,105
223.728341631202,106
223.729305451436,107
223.73031427167,108
223.730819091904,109
223.731305912138,110
223.73321637284,111
223.783679962686,112
223.78503178292,113
223.786501327868,114
223.788965936396,115
223.792079375782,116
223.793749196016,117
223.79558201625,118
223.797086656718,119
223.797600476952,120
223.798518756852,121
266.629027104317,122
266.629996754969,123
266.631065405621,124
266.632188056273,125
266.633166706925,126
266.633654357577,127
266.634313008229,128
266.635820309533,129
266.636289960185,130
266.636813610837,131
266.637346261489,132
266.638360912141,133
266.638866562793,134
266.639462213445,135
269.547455909478,136
299.434254478289,137
299.435529525453,138
299.437340885996,139
299.438618744119,140
299.439763794589,141
299.441199620944,142
299.442447668108,143
299.443515715272,144
299.444574762436,145
299.445240149564,146
299.446209196728,147
299.447178243892,148
299.44863033822,149
299.449561905556,150
398.207966017626,151
416.768087482868,152
416.768818001724,153
416.770766039436,154
416.772502077148,155
416.773525596004,156
416.77453111486,157
416.775036633716,158
416.775587152572,159
416.776601671428,160
416.777116190284,161
416.77780170914,162
416.778825227996,163
416.779330746852,164
416.780309265708,165
