X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
67.982091484662,1
68.982091484662,2
105.371810511316,3
164.266179904189,4
229.373182045576,5
323.760623384501,6
