X,frankfurt_urban_mipv6.MA[0].tcpApp[0]/endToEndDelay:vector
30.641844310222,0.41593
30.819963463566,0.168119
30.997058493086,0.167095
31.176850463583,0.169792
31.354243871779,0.167393
31.532473509498,0.16823
31.711231369315,0.168758
31.890215467792,0.168984
32.068815664107,0.1686
32.250539171453,0.171724
32.43323045015,0.172691
32.617310532636,0.17408
32.799529471974,0.172219
32.981018391954,0.171489
33.160443159842,0.169425
33.344959723724,0.174517
33.523463386224,0.168504
33.708239593674,0.174776
33.889673310229,0.171434
34.070572071222,0.170899
35.288070939625,1.2075
37.023380762496,1.72531
38.638901925213,1.60552
166.491515575853,127.843
166.882218385257,0.380703
167.150246758488,0.258028
167.419510385484,0.259264
167.684554370103,0.255044
167.947759908643,0.253206
168.210584526305,0.252825
168.471939809599,0.251355
168.733921828128,0.251982
168.995007267615,0.251085
169.258568596964,0.253561
169.52073759451,0.252169
169.783848202194,0.253111
170.046039316356,0.252191
170.307682825439,0.251644
170.569615292291,0.251932
170.831205337127,0.25159
171.0932804431,0.252075
171.355156091401,0.251876
171.617210827948,0.252055
171.878558209629,0.251347
172.14105519057,0.252497
172.404171792261,0.253117
172.666720533943,0.252549
172.937425124553,0.260705
173.198789944964,0.251365
173.462239483532,0.25345
173.724107120624,0.251868
173.986214217994,0.252107
174.251559821759,0.255346
174.513814144082,0.252254
174.779670550503,0.255856
175.044841774118,0.255171
175.312007941582,0.257166
175.575143180991,0.253135
175.846812972589,0.26167
176.110249954553,0.253437
176.37289275098,0.252643
176.637117740803,0.254225
176.89847584993,0.251358
177.160672991957,0.252197
177.42420819838,0.253535
177.686140572303,0.251932
177.951261308802,0.255121
178.214093894797,0.252833
178.477168574466,0.253075
178.739931356751,0.252763
179.002935324323,0.253004
179.271882657727,0.258947
179.533329875474,0.251447
179.794895597583,0.251566
180.059964646649,0.255069
180.323606981995,0.253642
180.588136298365,0.254529
180.853485834173,0.25535
181.11919172751,0.255706
181.387800039755,0.258608
181.653176859067,0.255377
181.917419113327,0.254242
182.182120517682,0.254701
182.445574023723,0.253454
182.725872063575,0.270298
182.988059332039,0.252187
183.254198188731,0.256139
183.522626131401,0.258428
183.800075704043,0.26745
184.072077616828,0.262002
184.33719836915,0.255121
184.601217396026,0.254019
184.869010612046,0.257793
185.1351396675,0.256129
186.579861645569,1.43472
189.526406275977,2.93654
254.762301423463,65.2259
255.352922271437,0.580621
255.798387786229,0.435466
256.106731895067,0.298344
256.415009269944,0.298277
256.718730572,0.293721
257.021668491081,0.292938
257.324041615825,0.292373
257.626247733242,0.292206
257.928734494091,0.292487
258.23132626192,0.292592
258.534140404359,0.292814
258.836591931533,0.292452
259.139371110655,0.292779
259.441026935963,0.291656
259.742664781973,0.291638
260.044248651254,0.291584
260.345850028294,0.291601
260.648682357824,0.292832
260.950966443582,0.292284
261.252766431778,0.2918
261.555031880144,0.292265
261.856516937527,0.291485
262.15890091518,0.292384
262.461570815345,0.29267
262.763836454422,0.292266
263.067965572367,0.294129
263.369961320078,0.291996
263.673675983459,0.293715
263.97531433871,0.291638
264.277015743164,0.291701
264.579308626076,0.292293
264.881173787277,0.291865
265.182713349017,0.29154
265.485343734147,0.29263
265.787853511306,0.29251
266.090855451196,0.293002
266.393844561074,0.292989
266.695949050625,0.292104
266.998055386335,0.292106
267.300673685246,0.292618
267.602428360218,0.291755
267.904060179221,0.291632
268.206156082321,0.292096
268.507964071099,0.291808
268.811007397571,0.293043
269.117778324101,0.296771
269.41957434697,0.291796
269.722269691262,0.292695
270.024571980151,0.292302
270.326744444723,0.292172
270.631405473694,0.294661
270.93336830718,0.291963
271.235188223806,0.29182
271.537276134136,0.292088
271.840139200387,0.292863
272.145553654984,0.295414
272.449373772605,0.29382
272.752897100417,0.293523
273.058595619847,0.295699
273.360496094862,0.2919
273.663909686277,0.293414
273.965631305933,0.291722
274.271007203922,0.295376
274.575712143296,0.294705
274.8785372981,0.292825
275.181077246136,0.29254
275.483193478822,0.292116
275.78818843526,0.294995
276.092859128152,0.294671
276.395277495174,0.292418
276.701526531942,0.296249
277.004976044372,0.29345
277.318978953227,0.304003
277.627270720376,0.298292
277.928732442531,0.291462
278.234923583806,0.296191
278.537042411942,0.292119
278.840985054704,0.293943
279.144532657397,0.293548
279.451475051903,0.296942
279.77477183593,0.313297
280.22776998124,0.442998
280.545443596928,0.307674
280.992087737113,0.436644
281.450344983292,0.448257
281.770404772651,0.31006
282.086455808179,0.306051
282.428101362859,0.331646
282.884517574614,0.446416
283.207367495155,0.31285
283.527546681944,0.310179
284.977357221636,1.43981
285.599587126868,0.61223
285.964642770313,0.355056
286.355873164402,0.38123
286.68816059969,0.322287
287.007214134622,0.309054
287.359560986125,0.342347
288.865194127497,1.49563
290.656651877583,1.78146
354.729848355265,64.0632
355.185238794207,0.44539
355.497393367269,0.302155
355.808781400625,0.301388
356.115747973985,0.296967
356.421148153753,0.2954
356.723992636725,0.292844
357.026454658825,0.292462
357.329534062963,0.293079
357.631611467101,0.292077
357.934833489201,0.293222
358.236346275377,0.291513
358.537706061553,0.29136
358.843002937539,0.295297
359.145481104877,0.292478
359.448105126977,0.292624
359.751099531115,0.292994
360.053581935253,0.292482
360.357523339391,0.293941
360.659854125567,0.292331
360.962345529705,0.292491
361.266479603562,0.294134
361.5688720077,0.292392
361.870773557076,0.291902
362.172584961214,0.291811
362.475067983314,0.292483
362.776761553339,0.291694
363.079352505402,0.292591
363.381611291578,0.292259
363.683511077754,0.2919
363.986932422237,0.293421
364.296653533271,0.299721
364.598526319447,0.291873
364.901122740176,0.292596
365.203798526352,0.292676
365.505879042479,0.292081
365.807364828655,0.291486
366.109021614831,0.291657
366.411217369564,0.292196
366.716014627588,0.294797
367.018202413764,0.292188
367.31967019994,0.291468
367.621780152003,0.29211
367.925677410027,0.293897
368.228287196203,0.29261
368.531182600341,0.292895
368.834508080967,0.293325
369.136333485105,0.291825
369.438548271281,0.292215
369.740931675419,0.292383
370.043277245444,0.292346
370.344979547342,0.291702
370.646618333518,0.291639
370.949944119694,0.293326
371.25194792406,0.292004
371.553926328198,0.291978
371.856234495536,0.292308
372.160891517636,0.294657
372.465253921774,0.294362
372.76761747115,0.292364
373.07034525645,0.292728
373.373918345471,0.293573
373.675929253425,0.292011
373.979980229007,0.294051
374.282275015183,0.292295
374.583697801359,0.291423
374.886419587535,0.292722
375.188337373711,0.291918
375.490882159011,0.292545
375.792839945187,0.291958
376.097047585249,0.294208
376.398848371425,0.291801
376.701472393525,0.292624
377.003477797663,0.292005
377.305008583839,0.291531
377.607981384029,0.292973
377.910384170205,0.292403
378.214503428229,0.294119
378.518232068291,0.293729
378.831152434971,0.30292
379.133862839109,0.29271
379.436349762461,0.292487
379.738733166599,0.292383
380.040617476966,0.291884
380.342976229766,0.292359
380.645618259573,0.292642
380.947643058808,0.292025
381.250022228202,0.292379
381.552261237894,0.292239
381.859356876115,0.297096
382.160941741391,0.291585
382.466413204248,0.295471
382.76899212121,0.292579
383.073153635039,0.294162
383.375719618584,0.292566
383.679096317816,0.293377
383.982245204418,0.293149
384.285061014473,0.292816
384.58671257797,0.291652
384.890106788981,0.293394
385.191875560281,0.291769
385.49440089154,0.292525
385.797043287312,0.292642
386.099538538054,0.292495
386.403115497838,0.293577
386.705959623273,0.292844
387.015145914385,0.299186
387.316884697403,0.291739
387.619989561029,0.293105
387.922122409578,0.292133
388.228135024523,0.296013
388.53115007917,0.293015
388.834214049863,0.293064
389.137389300417,0.293175
389.441132663155,0.293743
389.744403140656,0.29327
390.048548682647,0.294146
390.353035382734,0.294487
390.656296178638,0.293261
390.96174935985,0.295453
391.266102175449,0.294353
391.571330164007,0.295228
391.875137241933,0.293807
392.185963684398,0.300826
392.488233177176,0.292269
392.794428044234,0.296195
393.098067759786,0.29364
393.403858387219,0.295791
393.716416328917,0.302558
394.019476756707,0.29306
394.324473722156,0.294997
394.629204800338,0.294731
394.93667608246,0.297471
395.247660867817,0.300985
395.557985272653,0.300324
395.866044374411,0.298059
396.179780069804,0.303736
396.514713585436,0.324934
396.820533975082,0.29582
397.125958681789,0.295425
397.467024072837,0.331065
397.917937977267,0.440914
398.278872942611,0.350935
398.750824716617,0.461952
399.358041263267,0.597217
400.13292446279,0.764883
400.826713341548,0.683789
401.463453495121,0.62674
403.553426138502,2.07997
407.898448653464,4.33502
439.947265980749,32.0388
