X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
72.834113596228,1
73.834113596228,2
103.546663350495,3
161.540076339287,4
228.250124396533,5
357.637717480679,6
