X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
83.461592468,1
84.461592468,2
102.560450406896,3
171.204490714605,4
233.053384931552,5
234.053384931552,6
326.657354566829,7
