X,frankfurt_urban_mipv6.MA[0].tcp/rcvd seq
30.227138198787,7.53049e+06
30.310687054261,7.53049e+06
30.393751163799,7.53049e+06
30.394906951159,7.53049e+06
30.476806287173,7.53049e+06
30.478376074532,7.53049e+06
30.479441889564,7.53049e+06
30.481504519627,7.53049e+06
30.559708438227,7.53049e+06
30.560677253259,7.53049e+06
30.561990095979,7.53049e+06
30.562537938699,7.53049e+06
30.563457855649,7.53049e+06
30.564523670681,7.53049e+06
30.567257485711,7.53049e+06
30.567894300743,7.53049e+06
30.643803369667,7.53049e+06
30.644259240207,7.53049e+06
30.736909811371,7.53059e+06
30.73813168191,7.53059e+06
30.73918358025,7.53059e+06
30.73978547859,7.53059e+06
30.74065837693,7.53059e+06
30.74115227527,7.53059e+06
30.74157417361,7.53059e+06
30.74202490515,7.53059e+06
30.745048775689,7.53059e+06
30.745686674029,7.53059e+06
30.746234572369,7.53059e+06
30.746746470709,7.53059e+06
30.747231369049,7.53059e+06
30.747689267389,7.53059e+06
30.819974045841,7.53059e+06
30.82193385398,7.53059e+06
30.822596780224,7.53059e+06
30.916914407163,7.53069e+06
30.917318361349,7.53069e+06
30.917722315535,7.53069e+06
30.918198269721,7.53069e+06
30.920011223906,7.53069e+06
30.921507038381,7.53069e+06
30.922000992567,7.53069e+06
30.922665946753,7.53069e+06
30.923321900939,7.53069e+06
30.923779855125,7.53069e+06
30.924372809311,7.53069e+06
30.9262417274,7.53069e+06
30.926762681586,7.53069e+06
30.927157635772,7.53069e+06
31.001955560367,7.53069e+06
31.002921452153,7.53069e+06
31.003368434905,7.53069e+06
31.096443104381,7.53079e+06
31.097433087133,7.53079e+06
31.098328069885,7.53079e+06
31.099010052636,7.53079e+06
31.101446076035,7.53079e+06
31.101958087735,7.53079e+06
31.102578099435,7.53079e+06
31.103139343415,7.53079e+06
31.103714355115,7.53079e+06
31.106357963621,7.53079e+06
31.106977975321,7.53079e+06
31.107480987021,7.53079e+06
31.108470998721,7.53079e+06
31.109019010421,7.53079e+06
31.182843673543,7.53079e+06
31.183436685243,7.53079e+06
31.184072696943,7.53079e+06
31.276723409746,7.53089e+06
31.277764421446,7.53089e+06
31.278357461904,7.53089e+06
31.279354444845,7.53089e+06
31.280792456544,7.53089e+06
31.281348468244,7.53089e+06
31.283029494322,7.53089e+06
31.285812678242,7.53089e+06
31.2865307187,7.53089e+06
