X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
71.084449144691,1
72.084449144691,2
105.87317156768,3
170.466301001111,4
230.873577644221,5
380.965029586867,6
