X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
70.98920518897,1
71.98920518897,2
98.251308600683,3
161.518965814548,4
225.031502098599,5
349.384639881754,6
