X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
60.528605059496,1
61.528605059496,2
104.460232084196,3
158.938028221845,4
228.696804448308,5
229.696804448308,6
231.696804448308,7
332.402029791334,8
