X,frankfurt_urban_mipv6.MA[0].tcpApp[0]/endToEndDelay:vector
30.644172885815,0.416936
30.821444711224,0.167272
30.999746096639,0.168301
31.182078813816,0.172333
31.360122225479,0.168043
31.539916937723,0.169795
31.722906170948,0.172989
31.899780211013,0.166874
32.080311581448,0.170531
32.257979175688,0.167668
32.439089130958,0.17111
32.619221025727,0.170132
32.802203241688,0.172982
32.979737757724,0.167535
33.159374054039,0.169636
33.339603563734,0.17023
33.521905399451,0.172302
33.716899681138,0.184994
33.905454946821,0.178555
34.10935847064,0.193904
34.2921352983,0.172777
34.47937663037,0.177241
34.673834380198,0.184458
34.886548597035,0.202714
35.068321510411,0.171773
35.250901183893,0.17258
35.443202459924,0.182301
69.956091296387,34.5029
70.597940483422,0.631849
70.986397354332,0.378457
71.255554388228,0.259157
71.521825289486,0.256271
71.787736899747,0.255912
72.057185811439,0.259449
72.319170029531,0.251984
72.582190717553,0.253021
72.845961703888,0.253771
73.109376124201,0.253414
73.372256316745,0.25288
73.634125244209,0.251869
73.897119793762,0.252995
74.159563925401,0.252444
74.421671287557,0.252107
74.683943454499,0.252272
74.949449452613,0.255506
75.211175305874,0.251726
75.474727959397,0.253553
75.736471120324,0.251743
76.000534440542,0.254063
76.26390983591,0.253375
76.530710364913,0.256801
76.793991056542,0.253281
77.056076107478,0.252085
77.31909331191,0.253017
77.581042357997,0.251949
77.84423834824,0.253196
78.108880257568,0.254642
78.374072794002,0.255193
78.643161564933,0.259089
78.921563346857,0.268402
79.190228645182,0.258665
79.462873080655,0.262644
79.727191908692,0.254319
80.007523407118,0.270331
80.273085695154,0.255562
80.542180002162,0.259094
80.81937629056,0.267196
81.23132181083,0.401946
81.645612439565,0.404291
81.962239984323,0.306628
82.262060590777,0.289821
84.729260873325,2.4572
115.49380905803,30.7545
115.884200986728,0.380392
116.151751408113,0.25755
116.417662777385,0.255911
116.682235535204,0.254573
116.946888505797,0.254653
117.209922707089,0.253034
117.473307784104,0.253385
117.735490324859,0.252183
117.997735929577,0.252246
118.259967636202,0.252232
118.521550776012,0.251583
118.783721975928,0.252171
119.04630313504,0.252581
119.308477358323,0.252174
119.570231952862,0.251755
119.832511665227,0.25228
120.09405950868,0.251548
120.355688497452,0.251629
120.617732489378,0.252044
120.879664639222,0.251932
121.144259806057,0.254595
121.405970268222,0.25171
121.66855691787,0.252587
121.930897628986,0.252341
122.19345185236,0.252554
122.455063804194,0.251612
122.718523021951,0.253459
122.980405215264,0.251882
123.242206550141,0.251801
123.503909009478,0.251702
123.766085883821,0.252177
124.029163254008,0.253077
124.291018069254,0.251855
124.55346046991,0.252442
124.816490377163,0.25303
125.079424044537,0.252934
125.341306304549,0.251882
125.604597803807,0.253291
125.866867375643,0.25227
126.129465132608,0.252598
126.391177995752,0.251713
126.654565881264,0.253388
126.91702001594,0.252454
127.178820991567,0.251801
127.443440535033,0.25462
127.705841240381,0.252401
127.970043492988,0.254202
128.234573018927,0.25453
128.497598767598,0.253026
128.761425699221,0.253827
129.024082773704,0.252657
129.286815017115,0.252732
129.550121441359,0.253306
129.822254208546,0.262133
130.093084511821,0.26083
130.355189344342,0.252105
130.618469415803,0.25328
130.882331481709,0.253862
131.146466288433,0.254135
131.411901468547,0.255435
131.682254193778,0.260353
131.949104617143,0.25685
132.22125459446,0.26215
132.485015796276,0.253761
132.75535909765,0.260343
133.022025436244,0.256666
133.285667665301,0.253642
133.550684274218,0.255017
133.819959188006,0.259275
134.087402965582,0.257444
134.351369484912,0.253967
134.625707975349,0.264338
134.8919035996,0.256196
135.204292035745,0.302388
135.636936073075,0.422644
136.165841529309,0.518905
136.563899236529,0.388058
140.127957721325,3.55406
172.169863333536,32.0319
172.682245979717,0.502383
173.068017237091,0.375771
173.336247681634,0.25823
173.604249963188,0.258002
173.868863763756,0.254614
174.13110135796,0.252238
174.395202260931,0.254101
174.657975270674,0.252773
174.919965380189,0.25199
175.182560017105,0.252595
175.444201585868,0.251642
175.706043919615,0.251842
175.968691078248,0.252647
176.234865927832,0.256175
176.497598263005,0.252732
176.760709064488,0.253111
177.023730096204,0.253021
177.286593248083,0.252863
177.549341529598,0.252748
177.813419893523,0.254078
178.076190388336,0.25277
178.338636985814,0.252447
178.606057086579,0.25742
178.870549124954,0.254492
179.134507990618,0.253959
179.397013080972,0.252505
179.665365462973,0.258352
179.928710001172,0.253345
180.190317246293,0.251607
180.4563025892,0.255985
180.722267445167,0.255965
180.997457067559,0.26519
181.263605113228,0.256148
181.527170140774,0.253565
181.789172296472,0.252002
182.053453196752,0.254281
182.327322990895,0.26387
182.623400703507,0.286078
182.887322188286,0.253921
183.156744286512,0.259422
183.421489649013,0.254745
183.686943646244,0.255454
183.954071260317,0.257128
184.223252823313,0.259182
184.492584838318,0.259332
184.755902345567,0.253318
186.031952666916,1.26605
186.856898018805,0.814945
187.552807671526,0.68591
191.404377220813,3.84157
255.421390411116,64.007
255.872679403777,0.441289
256.182085543513,0.299406
256.490427965825,0.298342
