X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
68.782194904749,1
69.782194904749,2
106.158241005353,3
163.560020811305,4
231.476943092466,5
351.3047217069,6
432.554357302468,7
