X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
64.905353976659,1
65.905353976659,2
101.612039274587,3
160.26700220684,4
231.982282403105,5
337.035199529458,6
338.035199529458,7
