X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
189.491358095575,1
190.491358095575,2
192.491358095575,3
196.491358095575,4
204.491358095575,5
220.491358095575,6
252.491358095575,7
284.491358095575,8
289.927802034905,1
290.927802034905,2
292.927802034905,3
296.927802034905,4
304.927802034905,5
320.927802034905,6
338.169051755302,1
339.169051755302,2
341.169051755302,3
345.169051755302,4
353.169051755302,5
369.169051755302,6
398.944142891556,1
399.944142891556,2
401.944142891556,3
405.944142891556,4
