X,frankfurt_urban_n_vehicles.MA[3].idLayer/sequenceUpdateCa:vector
111.853766819668,1
183.471373635377,2
299.043926792575,3
344.095830312633,4
382.060204248735,5
382.560204248735,6
383.060204248735,7
383.386640801843,8
383.886640801843,9
384.386640801843,10
384.886640801843,11
385.386640801843,12
385.886640801843,13
386.386640801843,14
386.886640801843,15
387.386640801843,16
387.886640801843,17
388.386640801843,18
388.886640801843,19
389.386640801843,20
389.886640801843,21
390.386640801843,22
390.886640801843,23
391.386640801843,24
391.886640801843,25
392.386640801843,26
392.886640801843,27
393.386640801843,28
393.886640801843,29
394.386640801843,30
394.886640801843,31
395.386640801843,32
395.886640801843,33
396.386640801843,34
396.886640801843,35
397.386640801843,36
397.886640801843,37
398.386640801843,38
398.886640801843,39
399.386640801843,40
399.886640801843,41
400.386640801843,42
400.886640801843,43
401.386640801843,44
401.886640801843,45
402.386640801843,46
402.797939516603,47
403.297939516603,48
403.797939516603,49
403.923634490262,50
