X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
77.86622293931,1
78.36622293931,2
78.86622293931,3
79.36622293931,4
79.86622293931,5
80.36622293931,6
80.86622293931,7
81.36622293931,8
81.86622293931,9
82.36622293931,10
82.86622293931,11
83.36622293931,12
83.86622293931,13
84.36622293931,14
84.86622293931,15
85.36622293931,16
85.86622293931,17
86.36622293931,18
86.86622293931,19
87.36622293931,20
87.86622293931,21
88.36622293931,22
88.86622293931,23
89.36622293931,24
89.86622293931,25
90.36622293931,26
90.86622293931,27
91.36622293931,28
91.86622293931,29
92.36622293931,30
92.86622293931,31
93.36622293931,32
93.86622293931,33
