X,frankfurt_urban.MA[0].tcpApp[0]/endToEndDelay:vector
30.703082917876,0.448813
30.895761362942,0.182678
31.087610440233,0.181849
31.280970000911,0.18336
31.478612621965,0.187643
31.672002868719,0.18339
31.862848997646,0.180846
32.056120237457,0.183271
32.246879388433,0.180759
32.439955104575,0.183076
32.629807031939,0.179852
32.822407094372,0.1826
33.016289400563,0.183882
33.221005353939,0.194716
33.411424565782,0.180419
33.606039048659,0.184614
33.834378573901,0.21834
34.11852301297,0.274144
34.466288652937,0.337766
34.778213831554,0.301925
36.060863304093,1.27265
67.894596751387,31.8237
68.351371579115,0.446775
68.630736469475,0.269365
68.826960328925,0.186224
69.019990542052,0.18303
69.214514880482,0.184524
69.407061949714,0.182547
69.597031632379,0.17997
69.78728445555,0.180253
69.976939354128,0.179655
70.166163048613,0.179224
70.355348032591,0.179185
70.544736109846,0.179388
70.735528500798,0.180792
70.925516849708,0.179988
71.114976210181,0.179459
71.305544764617,0.180569
71.495629118972,0.180084
71.685102629061,0.179474
71.875752928786,0.18065
72.065435870718,0.179683
72.255643927603,0.180208
72.445381104657,0.179737
72.634657074979,0.179276
72.823987146658,0.17933
73.013877703186,0.179891
73.204675801938,0.180798
73.394305610256,0.17963
73.584696412102,0.180391
73.774614449885,0.179918
73.965311637305,0.180697
74.155581955497,0.18027
74.344885871948,0.179304
74.534534916871,0.179649
74.726807572628,0.182273
74.916195847739,0.179388
75.10677260314,0.180577
75.298107828926,0.181335
75.489769638276,0.181662
75.681301886392,0.181532
75.873451341442,0.182149
76.065033960177,0.181583
76.25619478925,0.181161
76.446695919773,0.180501
76.63702934329,0.180333
76.827122842524,0.180093
77.01814745507,0.181025
77.209101219928,0.180954
77.399552063908,0.180451
77.591242131507,0.18169
77.78116523972,0.179923
77.971559617918,0.180394
78.162820969034,0.181261
78.352136471036,0.179316
78.543636597071,0.1815
78.738517258559,0.184881
78.92977447795,0.181257
79.12636050384,0.186586
79.324129119,0.187769
79.515321814856,0.181193
79.706611266988,0.181289
79.899307222594,0.182696
80.098323554335,0.189016
80.293508238491,0.185185
80.489252185397,0.185744
80.682231188514,0.182979
80.906997954154,0.214767
81.224962759102,0.307965
81.598696613453,0.363734
81.893501220346,0.284805
82.139998854467,0.236498
83.469359497187,1.31936
115.234691181087,31.7553
115.458700961286,0.21401
115.614460509136,0.14576
115.7685946418,0.144134
115.923137664274,0.144543
116.075172145715,0.142034
116.225616634466,0.140444
116.375016503433,0.1394
116.524272198355,0.139256
116.673726055819,0.139454
116.822963915624,0.139238
116.972300783188,0.139337
117.121583662949,0.139283
117.271001561935,0.139418
117.419964564079,0.138963
117.569130507569,0.139166
117.719117084659,0.139987
117.869440591447,0.140324
118.019029652242,0.139589
118.168204747,0.139175
118.318081673446,0.139877
118.467562870083,0.139481
118.617010213253,0.139447
118.766401525804,0.139391
118.916534311256,0.140133
119.065785020175,0.139251
119.215645266427,0.13986
119.365244589427,0.139599
119.514438131034,0.139194
119.663694860539,0.139257
119.81370049076,0.140006
119.964094191181,0.140394
120.114371855291,0.140278
120.264796744816,0.140425
120.4159276804,0.141131
120.566101852486,0.140174
120.716244928598,0.140143
120.867241258418,0.140996
121.016525654823,0.139284
121.166262067493,0.139736
121.315627607347,0.139366
121.465400192901,0.139773
121.614666868898,0.139267
121.765088626049,0.140422
121.914445441021,0.139357
122.063739308779,0.139294
122.214008353522,0.140269
122.363347364227,0.139339
122.512614465447,0.139267
122.663177893523,0.140563
122.81257114115,0.139393
122.961685444199,0.139114
123.113328235825,0.141643
123.2628116884,0.139483
123.413077235254,0.140266
123.562940398555,0.139863
123.712010093773,0.13907
123.86192112745,0.139911
124.012053265312,0.140132
124.161285159915,0.139232
124.311244491516,0.139959
124.461444248205,0.1402
124.610640382699,0.139196
124.760333967846,0.139694
124.911108079033,0.140774
125.061290284546,0.140182
125.212596622906,0.141306
125.362099113601,0.139502
125.511349696151,0.139251
125.66063633406,0.139287
125.809887064724,0.139251
125.960104956358,0.140218
126.109871405384,0.139766
126.259584342275,0.139713
126.408826373719,0.139242
126.5590305882,0.140204
126.715744133539,0.146714
126.865636031805,0.139892
127.014945600592,0.13931
127.165329691263,0.140384
127.315490449039,0.140161
127.466207723487,0.140717
127.616020109049,0.139812
127.765415791407,0.139396
127.91563284654,0.140217
128.065778911226,0.140146
128.215053202262,0.139274
128.364655171134,0.139602
128.515216094457,0.140561
128.664581646266,0.139366
128.814097754934,0.139516
128.963408493713,0.139311
129.1128067778,0.139398
129.26240944481,0.139603
129.414101485988,0.141692
129.563521602972,0.13942
129.714015428698,0.140494
129.863606148239,0.139591
130.015338015036,0.141732
130.169285890562,0.143948
130.318709851544,0.139424
130.470297195823,0.141587
130.621858417772,0.141561
130.772942293496,0.141084
130.924630863817,0.141689
131.07541157704,0.140781
131.228691732475,0.14328
131.387652218612,0.14896
131.538810757763,0.141159
131.692081204375,0.14327
131.853903543419,0.151822
132.004302892708,0.140399
132.156805042443,0.142502
132.310243957892,0.143439
132.465135631847,0.144892
132.615531707402,0.140396
132.766414836202,0.140883
132.916945042151,0.14053
133.069373319497,0.142428
133.224431002468,0.145058
133.376288885008,0.141858
133.528859390456,0.142571
133.69302188521,0.154162
133.851888506276,0.148867
134.00305696704,0.141168
134.155113768531,0.142057
134.306060659255,0.140947
134.459913466244,0.143853
134.631378149374,0.161465
134.810404260524,0.169026
134.978182260748,0.157778
135.148195633655,0.160013
136.430362548783,1.27217
136.835458778561,0.395096
137.068376992945,0.222918
137.251934922361,0.173558
137.476370208099,0.214435
137.735020710239,0.248651
138.056976400077,0.311956
138.519600823042,0.452624
140.007798477705,1.4782
267.506362131284,127.489
