X,frankfurt_urban.MA[0].idLayer/sequenceUpdateCa:vector
69.963777925015,1
101.703807994475,2
107.714998524596,3
108.214998524596,4
108.714998524596,5
108.989975171505,6
164.808768585565,7
233.322493138584,8
321.675706033956,9
